#, movie, href, total gross, opening, opening daily avg, release date
"15", "Lara Croft, Tomb Raider (Paramount)", "/statistics/movies/lara-croft-tomb-raider-2001", "$131,168,071", "$47,735,743", "$15,911,914", "Jun 15, 2001"
"16", "Dr. Dolittle 2 (Fox)", "/statistics/movies/dr-dolittle-2-2001", "$112,952,427", "$25,037,039", "$8,345,680", "Jun 22, 2001"
"17", "Spy Kids (Miramax / Dimension)", "/statistics/movies/spy-kids-2001", "$112,719,821", "$26,546,881", "$8,848,960", "Mar 30, 2001"
"18", "Black Hawk Down (Sony / Columbia)", "/statistics/movies/black-hawk-down-2001", "$108,638,655", "$28,612,570", "$9,537,523", "Dec 28, 2001"
"19", "The Princess Diaries (Disney)", "/statistics/movies/the-princess-diaries-2001", "$108,248,940", "$22,862,269", "$7,620,756", "Aug 03, 2001"
"20", "Vanilla Sky (Paramount)", "/statistics/movies/vanilla-sky-2001", "$100,618,362", "$25,015,518", "$8,338,506", "Dec 14, 2001"
"21", "The Others (Miramax)", "/statistics/movies/the-others-2001", "$96,522,181", "$14,089,952", "$4,696,651", "Aug 10, 2001"
"22", "Legally Blonde (MGM)", "/statistics/movies/legally-blonde-2001", "$96,520,568", "$20,377,426", "$6,792,475", "Jul 13, 2001"
"23", "America's Sweethearts (Sony / Columbia)", "/statistics/movies/america-s-sweethearts-2001", "$93,607,436", "$30,181,877", "$10,060,626", "Jul 20, 2001"
"24", "Cats & Dogs (Warner Bros.)", "/statistics/movies/cats-dogs-2001", "$93,385,991", "$21,707,617", "$7,235,872", "Jul 04, 2001"
"25", "Save the Last Dance (Paramount)", "/statistics/movies/save-the-last-dance-2001", "$91,057,291", "$23,446,105", "$7,815,368", "Jan 12, 2001"
"26", "Atlantis: The Lost Empire (Disney)", "/statistics/movies/atlantis-the-lost-empire-2001", "$84,056,545", "$20,342,105", "$6,780,702", "Jun 08, 2001"
"27", "Jimmy Neutron: Boy Genius (Paramount)", "/statistics/movies/jimmy-neutron-boy-genius-2001", "$80,936,187", "$13,833,228", "$4,611,076", "Dec 21, 2001"
"28", "A.I. Artificial Intelligence (Warner Bros.)", "/statistics/movies/a-i-artificial-intelligence-2001", "$78,616,057", "$29,352,630", "$9,784,210", "Jun 29, 2001"
"29", "Training Day (Warner Bros.)", "/statistics/movies/training-day-2001", "$76,631,166", "$22,550,788", "$7,516,929", "Oct 05, 2001"
"30", "Along Came a Spider (Paramount)", "/statistics/movies/along-came-a-spider-2001", "$74,078,385", "$16,712,407", "$5,570,802", "Apr 06, 2001"
"31", "Bridget Jones's Diary (Miramax)", "/statistics/movies/bridget-jones-s-diary-2001", "$71,543,542", "$10,733,933", "$3,577,978", "Apr 13, 2001"
"32", "Scary Movie 2 (Miramax / Dimension)", "/statistics/movies/scary-movie-2-2001", "$71,308,610", "$20,504,962", "$6,834,987", "Jul 04, 2001"
"33", "The Score (Paramount)", "/statistics/movies/the-score-2001", "$71,107,078", "$19,018,807", "$6,339,602", "Jul 13, 2001"
"34", "Shallow Hal (Fox)", "/statistics/movies/shallow-hal-2001", "$70,839,414", "$22,517,869", "$7,505,956", "Nov 09, 2001"
"35", "Swordfish (Warner Bros.)", "/statistics/movies/swordfish-2001", "$69,772,929", "$18,145,632", "$6,048,544", "Jun 08, 2001"
"36", "The Mexican (DreamWorks)", "/statistics/movies/the-mexican-2001", "$66,845,800", "$20,108,045", "$6,702,682", "Mar 02, 2001"
"37", "Down to Earth (Paramount)", "/statistics/movies/down-to-earth-2001", "$64,186,672", "$17,268,883", "$5,756,294", "Feb 12, 2001"
"38", "Spy Game (Universal)", "/statistics/movies/spy-game-2001", "$62,362,682", "$21,689,110", "$7,229,703", "Nov 21, 2001"
"39", "The Wedding Planner (Sony / Columbia)", "/statistics/movies/the-wedding-planner-2001", "$60,400,540", "$13,509,024", "$4,503,008", "Jan 26, 2001"
"40", "Behind Enemy Lines (2001) (Fox)", "/statistics/movies/behind-enemy-lines-2001", "$58,856,216", "$18,736,448", "$6,245,483", "Nov 30, 2001"
"41", "Ali (Sony / Columbia)", "/statistics/movies/ali-2001", "$58,203,528", "$14,710,746", "$4,903,582", "Dec 25, 2001"
"42", "The Animal (Sony / Columbia)", "/statistics/movies/the-animal-2001", "$57,743,444", "$19,610,520", "$6,536,840", "Jun 01, 2001"
"43", "Moulin Rouge! (Fox)", "/statistics/movies/moulin-rouge-2001", "$57,386,937", "$13,718,947", "$4,572,982", "May 18, 2001"
"44", "Rat Race (Paramount)", "/statistics/movies/rat-race-2001", "$56,618,614", "$11,662,094", "$3,887,365", "Aug 17, 2001"
"45", "A Knight's Tale (Sony / Columbia)", "/statistics/movies/a-knight-s-tale-2001", "$56,569,653", "$16,511,391", "$5,503,797", "May 11, 2001"
"46", "Don't Say a Word (Fox)", "/statistics/movies/don-t-say-a-word-2001", "$55,001,502", "$17,090,474", "$5,696,825", "Sep 28, 2001"
"47", "Blow (New Line)", "/statistics/movies/blow-2001", "$52,990,231", "$12,443,461", "$4,147,820", "Apr 06, 2001"
"48", "The Royal Tenenbaums (Disney)", "/statistics/movies/the-royal-tenenbaums-2001", "$52,364,849", "$277,230", "$92,410", "Dec 14, 2001"
"49", "Exit Wounds (Warner Bros.)", "/statistics/movies/exit-wounds-2001", "$51,758,478", "$18,485,586", "$6,161,862", "Mar 16, 2001"
"50", "Enemy at the Gates (Paramount)", "/statistics/movies/enemy-at-the-gates-2001", "$51,401,990", "$13,810,266", "$4,603,422", "Mar 16, 2001"
"51", "K-PAX (Universal)", "/statistics/movies/k-pax-2001", "$50,338,729", "$17,214,914", "$5,738,305", "Oct 26, 2001"
"52", "Serendipity (Miramax)", "/statistics/movies/serendipity-2001", "$50,294,464", "$13,309,241", "$4,436,414", "Oct 05, 2001"
"53", "Kate & Leopold (Miramax)", "/statistics/movies/kate-and-leopold-2001", "$47,121,231", "$9,725,408", "$3,241,803", "Dec 25, 2001"
"54", "Domestic Disturbance (Paramount)", "/statistics/movies/domestic-disturbance-2001", "$45,246,527", "$14,033,112", "$4,677,704", "Nov 02, 2001"
"55", "Zoolander (Paramount)", "/statistics/movies/zoolander-2001", "$45,172,442", "$15,525,043", "$5,175,014", "Sep 28, 2001"
"56", "The One (2001) (Sony / Columbia)", "/statistics/movies/the-one-2001", "$43,905,360", "$19,112,467", "$6,370,822", "Nov 02, 2001"
"57", "Thirteen Ghosts (Warner Bros.)", "/statistics/movies/thirteen-ghosts-2001", "$41,867,424", "$15,165,355", "$5,055,118", "Oct 26, 2001"
"58", "Bandits (MGM)", "/statistics/movies/bandits-2001", "$41,575,948", "$13,050,700", "$4,350,233", "Oct 12, 2001"
"59", "Gosford Park (USA Films)", "/statistics/movies/gosford-park-2001", "$41,308,162", "$241,219", "$80,406", "Dec 26, 2001"
"60", "Heartbreakers (2001) (MGM)", "/statistics/movies/heartbreakers-2001", "$40,336,936", "$11,801,323", "$3,933,774", "Mar 23, 2001"
"61", "I Am Sam (New Line)", "/statistics/movies/i-am-sam-2001", "$40,311,501", "$67,418", "$22,473", "Dec 28, 2001"
"62", "Hardball (Paramount)", "/statistics/movies/hardball-2001", "$40,222,470", "$9,386,342", "$3,128,781", "Sep 14, 2001"
"63", "Evolution (DreamWorks)", "/statistics/movies/evolution-2001", "$38,345,858", "$13,409,168", "$4,469,723", "Jun 08, 2001"
"64", "Not Another Teen Movie (Sony / Columbia)", "/statistics/movies/not-another-teen-movie-2001", "$38,252,390", "$12,615,837", "$4,205,279", "Dec 14, 2001"
"65", "Jeepers Creepers (MGM / United Artists)", "/statistics/movies/jeepers-creepers-2001", "$37,904,569", "$13,106,108", "$4,368,703", "Aug 31, 2001"
"66", "Kiss of the Dragon (Fox)", "/statistics/movies/kiss-of-the-dragon-2001", "$36,845,832", "$13,304,027", "$4,434,676", "Jul 06, 2001"
"67", "Recess: School's Out (Disney)", "/statistics/movies/recess-school-s-out-2001", "$36,706,733", "$10,065,090", "$3,355,030", "Feb 16, 2001"
"68", "In the Bedroom (Miramax)", "/statistics/movies/in-the-bedroom-2001", "$35,930,524", "$93,972", "$31,324", "Nov 23, 2001"
"69", "Black Knight (Fox)", "/statistics/movies/black-knight-2001", "$33,426,191", "$11,102,822", "$3,700,941", "Nov 21, 2001"
"70", "See Spot Run (Warner Bros.)", "/statistics/movies/see-spot-run-2001", "$33,357,182", "$9,715,102", "$3,238,367", "Mar 02, 2001"
"71", "Amelie (Miramax)", "/statistics/movies/amelie-2001", "$33,225,894", "$136,470", "$45,490", "Nov 02, 2001"
"72", "Driven (Warner Bros.)", "/statistics/movies/driven-2001", "$32,720,021", "$12,174,504", "$4,058,168", "Apr 27, 2001"
"73", "What's the Worst That Could Happen? (MGM)", "/statistics/movies/what-s-the-worst-that-could-happen-2001", "$32,269,754", "$13,049,114", "$4,349,705", "Jun 01, 2001"
"74", "Final Fantasy: The Spirits Within (Sony / Columbia)", "/statistics/movies/final-fantasy-the-spirits-within-2001", "$32,131,328", "$11,408,607", "$3,802,869", "Jul 11, 2001"
"75", "From Hell (Fox)", "/statistics/movies/from-hell-2001", "$31,602,987", "$11,014,818", "$3,671,606", "Oct 19, 2001"
"76", "Monster's Ball (Lionsgate)", "/statistics/movies/monster-s-ball-2001", "$31,273,816", "$110,552", "$36,851", "Dec 26, 2001"
"77", "How High (Universal)", "/statistics/movies/how-high-2001", "$31,178,269", "$9,779,850", "$3,259,950", "Dec 21, 2001"
"78", "Riding in Cars with Boys (Sony / Columbia)", "/statistics/movies/riding-in-cars-with-boys-2001", "$30,165,081", "$10,404,652", "$3,468,217", "Oct 19, 2001"
"79", "Jay and Silent Bob Strike Back (Miramax / Dimension)", "/statistics/movies/jay-and-silent-bob-strike-back-2001", "$30,085,024", "$11,018,543", "$3,672,848", "Aug 24, 2001"
"80", "Double Take (2001) (Disney)", "/statistics/movies/double-take-2001", "$29,831,247", "$10,009,828", "$3,336,609", "Jan 12, 2001"
"81", "Baby Boy (Sony / Columbia)", "/statistics/movies/baby-boy-2001", "$28,734,387", "$8,606,403", "$2,868,801", "Jun 27, 2001"
"82", "The Majestic (Warner Bros.)", "/statistics/movies/the-majestic-2001", "$27,807,976", "$7,366,207", "$2,455,402", "Dec 21, 2001"
"83", "The Brothers (Sony / Screen Gems)", "/statistics/movies/the-brothers-2001", "$27,457,559", "$10,302,846", "$3,434,282", "Mar 23, 2001"
"84", "Someone Like You (Fox)", "/statistics/movies/someone-like-you-2001", "$27,343,491", "$10,010,600", "$3,336,867", "Mar 30, 2001"
"85", "Joe Dirt (Sony / Columbia)", "/statistics/movies/joe-dirt-2001", "$27,087,463", "$8,016,008", "$2,672,003", "Apr 11, 2001"
"86", "The Musketeer (Universal)", "/statistics/movies/the-musketeer-2001", "$27,073,711", "$10,312,377", "$3,437,459", "Sep 07, 2001"
"87", "Crocodile Dundee in Los Angeles (Paramount)", "/statistics/movies/crocodile-dundee-in-los-angeles-2001", "$25,635,845", "$7,714,362", "$2,571,454", "Apr 20, 2001"
"88", "Memento (Newmarket)", "/statistics/movies/memento-2001", "$25,544,093", "$235,488", "$78,496", "Mar 16, 2001"
"89", "Captain Corelli's Mandolin (Universal)", "/statistics/movies/captain-corelli-s-mandolin-2001", "$25,543,503", "$7,208,665", "$2,402,888", "Aug 17, 2001"
"90", "Sweet November (Warner Bros.)", "/statistics/movies/sweet-november-2001", "$25,288,129", "$11,015,226", "$3,671,742", "Feb 16, 2001"
"91", "15 Minutes (New Line)", "/statistics/movies/15-minutes-2001", "$24,403,201", "$10,523,154", "$3,507,718", "Mar 09, 2001"
"92", "Hearts in Atlantis (Warner Bros.)", "/statistics/movies/hearts-in-atlantis-2001", "$24,185,059", "$9,021,494", "$3,007,165", "Sep 28, 2001"
"93", "Angel Eyes (Warner Bros.)", "/statistics/movies/angel-eyes-2001", "$24,174,657", "$9,225,575", "$3,075,192", "May 18, 2001"
"94", "Corky Romano (Disney)", "/statistics/movies/corky-romano-2001", "$23,980,500", "$9,023,173", "$3,007,724", "Oct 12, 2001"
"95", "Heist (Warner Bros.)", "/statistics/movies/heist-2001", "$23,510,318", "$7,823,521", "$2,607,840", "Nov 09, 2001"
"96", "Kingdom Come (Fox Searchlight)", "/statistics/movies/kingdom-come-2001", "$23,249,346", "$7,561,022", "$2,520,341", "Apr 11, 2001"
"97", "Joe Somebody (Fox)", "/statistics/movies/joe-somebody-2001", "$22,771,944", "$5,377,635", "$1,792,545", "Dec 21, 2001"
"98", "Two Can Play That Game (Sony / Screen Gems)", "/statistics/movies/two-can-play-that-game-2001", "$22,235,038", "$7,720,942", "$2,573,647", "Sep 07, 2001"
"99", "Joy Ride (Fox)", "/statistics/movies/joy-ride-2001", "$21,974,187", "$7,347,259", "$2,449,086", "Oct 05, 2001"
"100", "Valentine (Warner Bros.)", "/statistics/movies/valentine-2001", "$20,384,871", "$10,024,648", "$3,341,549", "Feb 02, 2001"
"101", "Summer Catch (Warner Bros.)", "/statistics/movies/summer-catch-2001", "$19,753,374", "$7,018,593", "$2,339,531", "Aug 24, 2001"
"102", "The Pledge (Warner Bros.)", "/statistics/movies/the-pledge-2001", "$19,733,347", "$5,765,347", "$1,921,782", "Jan 19, 2001"
"103", "Saving Silverman (Sony / Columbia)", "/statistics/movies/saving-silverman-2001", "$19,402,212", "$7,411,852", "$2,470,617", "Feb 09, 2001"
"104", "The Last Castle (DreamWorks)", "/statistics/movies/the-last-castle-2001", "$18,244,064", "$7,088,324", "$2,362,775", "Oct 19, 2001"
"105", "The Glass House (Sony / Columbia)", "/statistics/movies/the-glass-house-2001", "$18,150,227", "$5,738,448", "$1,912,816", "Sep 14, 2001"
"106", "Max Keeble's Big Move (Disney)", "/statistics/movies/max-keeble-s-big-move-2001", "$17,294,314", "$5,377,958", "$1,792,653", "Oct 05, 2001"
"107", "Pokemon 3: The Movie (Warner Bros.)", "/statistics/movies/pokemon-3-the-movie-2001", "$17,052,691", "$8,240,752", "$2,746,917", "Apr 06, 2001"
"108", "Rock Star (Warner Bros.)", "/statistics/movies/rock-star-2001", "$17,008,787", "$6,018,636", "$2,006,212", "Sep 07, 2001"
"109", "crazy/beautiful (Disney)", "/statistics/movies/crazy-beautiful-2001", "$16,937,671", "$4,715,060", "$1,571,687", "Jun 29, 2001"
"110", "Original Sin (MGM)", "/statistics/movies/original-sin-2001", "$16,534,403", "$6,402,741", "$2,134,247", "Aug 03, 2001"
"111", "O (Lions Gate)", "/statistics/movies/o-2001", "$16,025,691", "$6,916,625", "$2,305,542", "Aug 31, 2001"
"112", "3000 Miles to Graceland (Warner Bros.)", "/statistics/movies/3000-miles-to-graceland-2001", "$15,749,673", "$7,160,521", "$2,386,840", "Feb 23, 2001"
"113", "Life as a House (New Line)", "/statistics/movies/life-as-a-house-2001", "$15,667,626", "$294,056", "$98,019", "Oct 26, 2001"
"114", "Shackleton's Antarctic Adventure (WGBH)", "/statistics/movies/shackleton-s-antarctic-adventure-imax-2001", "$15,553,103", "$132,548", "$44,183", "Feb 16, 2001"
"115", "Iron Monkey (Miramax)", "/statistics/movies/iron-monkey-2001", "$14,694,317", "$6,014,653", "$2,004,884", "Oct 12, 2001"
"116", "Josie and the Pussycats (Universal)", "/statistics/movies/josie-and-the-pussycats-2001", "$14,271,666", "$4,562,682", "$1,520,894", "Apr 09, 2001"
"117", "Freddy Got Fingered (Fox)", "/statistics/movies/freddy-got-fingered-2001", "$14,254,357", "$7,098,459", "$2,366,153", "Apr 20, 2001"
"118", "Out Cold (2001) (Disney)", "/statistics/movies/out-cold-2001", "$13,906,934", "$4,531,306", "$1,510,435", "Nov 21, 2001"
"119", "The Tailor of Panama (Sony / Columbia)", "/statistics/movies/the-tailor-of-panama-2001", "$13,729,858", "$1,837,068", "$612,356", "Mar 30, 2001"
"120", "Osmosis Jones (Warner Bros.)", "/statistics/movies/osmosis-jones-2001", "$13,596,066", "$5,271,248", "$1,757,083", "Aug 10, 2001"
"121", "Tomcats (Sony / Columbia)", "/statistics/movies/tomcats-2001", "$13,558,771", "$6,406,076", "$2,135,359", "Mar 30, 2001"
"122", "American Outlaws (Warner Bros.)", "/statistics/movies/american-outlaws-2001", "$13,342,261", "$4,855,475", "$1,618,492", "Aug 17, 2001"
"123", "Sugar & Spice (New Line)", "/statistics/movies/sugar-spice-2001", "$13,305,159", "$5,891,176", "$1,963,725", "Jan 26, 2001"
"124", "Get Over It (Miramax / Dimension)", "/statistics/movies/get-over-it-2001", "$11,576,194", "$4,134,977", "$1,378,326", "Mar 09, 2001"
"125", "The Shipping News (Miramax)", "/statistics/movies/the-shipping-news-2001", "$11,434,362", "$1,888,854", "$629,618", "Dec 25, 2001"
"126", "Antitrust (MGM)", "/statistics/movies/antitrust-2001", "$11,328,226", "$5,486,209", "$1,828,736", "Jan 12, 2001"
"127", "Brotherhood of the Wolf (Universal)", "/statistics/movies/brotherhood-of-the-wolf-2001", "$11,260,162", "$100,839", "$33,613", "Jun 01, 2001"
"128", "Head Over Heels (Universal)", "/statistics/movies/head-over-heels-2001", "$10,424,031", "$4,803,640", "$1,601,213", "Feb 02, 2001"
"129", "The Wash (Lionsgate)", "/statistics/movies/the-wash-2001", "$10,097,232", "$2,875,067", "$958,356", "Nov 16, 2001"
"130", "The Deep End (Fox Searchlight)", "/statistics/movies/the-deep-end-2001", "$8,823,883", "$141,852", "$47,284", "Aug 10, 2001"
"131", "John Carpenter's Ghosts of Mars (Sony / Screen Gems)", "/statistics/movies/john-carpenter-s-ghosts-of-mars-2001", "$8,709,608", "$3,804,452", "$1,268,151", "Aug 24, 2001"
"132", "The Curse of the Jade Scorpion (DreamWorks)", "/statistics/movies/the-curse-of-the-jade-scorpion-2001", "$7,517,284", "$2,459,367", "$819,789", "Aug 24, 2001"
"133", "The Man Who Wasn't There (2001) (USA Films)", "/statistics/movies/the-man-who-wasn-t-there-2001", "$7,504,392", "$664,404", "$221,468", "Nov 02, 2001"
"134", "Bones (New Line)", "/statistics/movies/bones-2001", "$7,316,288", "$2,823,548", "$941,183", "Oct 26, 2001"
"135", "The Forsaken (Sony / Screen Gems)", "/statistics/movies/the-forsaken-2001", "$7,288,884", "$3,020,159", "$1,006,720", "Apr 27, 2001"
"136", "Mulholland Drive (Universal)", "/statistics/movies/mulholland-drive-2001", "$7,220,935", "$587,714", "$195,905", "Oct 08, 2001"
"137", "Sexy Beast (Fox Searchlight)", "/statistics/movies/sexy-beast-2001", "$6,946,476", "$170,356", "$56,785", "Jun 15, 2001"
"138", "Town & Country (New Line)", "/statistics/movies/town-country-2001", "$6,719,402", "$3,029,858", "$1,009,953", "Apr 27, 2001"
"139", "The Closet (Miramax)", "/statistics/movies/the-closet-le-placard-2001", "$6,678,263", "$180,354", "$60,118", "Apr 06, 2001"
"140", "One Night at McCool's (USA Films)", "/statistics/movies/one-night-at-mccool-s-2001", "$6,290,780", "$2,520,041", "$840,014", "Apr 27, 2001"
"141", "Ghost World (MGM)", "/statistics/movies/ghost-world-2001", "$6,217,859", "$98,791", "$32,930", "Jul 20, 2001"
"142", "Megiddo: The Omega Code II (Gener8Xion)", "/statistics/movies/megiddo-the-omega-code-ii-2001", "$6,047,076", "$1,573,454", "$524,485", "Sep 21, 2001"
"143", "Iris (2001) (Miramax)", "/statistics/movies/iris-2001", "$5,594,733", "$23,144", "$7,715", "Dec 14, 2001"
"144", "Say It Isn't So (Fox)", "/statistics/movies/say-it-isn-t-so-2001", "$5,520,471", "$2,861,903", "$953,968", "Mar 23, 2001"
"145", "Monkeybone (Fox)", "/statistics/movies/monkeybone-2001", "$5,411,924", "$2,685,078", "$895,026", "Feb 23, 2001"
"146", "Amores Perros (Lionsgate)", "/statistics/movies/amores-perros-2001", "$5,408,455", "$61,047", "$20,349", "Mar 30, 2001"
"147", "Bread and Tulips (First Look)", "/statistics/movies/bread-and-tulips-2001", "$5,318,626", "$32,933", "$10,978", "Jul 27, 2001"
"148", "Made (Artisan)", "/statistics/movies/made-2001", "$5,313,661", "$118,003", "$39,334", "Jul 13, 2001"
"149", "Bubble Boy (Disney)", "/statistics/movies/bubble-boy-2001", "$5,007,209", "$2,038,349", "$679,450", "Aug 24, 2001"
