#, movie, href, total gross, opening, opening daily avg, release date
"23", "Horrible Bosses (Warner Bros. / New Line)", "/statistics/movies/horrible-bosses-2011", "$117,538,559", "$28,302,165", "$9,434,055", "Jul 08, 2011"
"24", "Green Lantern (2011) (Warner Bros.)", "/statistics/movies/green-lantern-2011", "$116,601,172", "$53,174,303", "$17,724,768", "Jun 17, 2011"
"25", "HOP (Universal)", "/statistics/movies/i-hop-2011", "$108,085,305", "$37,543,710", "$12,514,570", "Apr 01, 2011"
"26", "Paranormal Activity 3 (Paramount)", "/statistics/movies/paranormal-activity-3-2011", "$104,028,807", "$52,568,183", "$17,522,728", "Oct 21, 2011"
"27", "Just Go With It (Sony / Columbia)", "/statistics/movies/the-pretend-wife-2010", "$103,028,109", "$30,514,732", "$10,171,577", "Feb 11, 2011"
"28", "The Girl with the Dragon Tattoo (2011) (Sony / Columbia)", "/statistics/movies/the-girl-with-the-dragon-tattoo-2011-2011", "$102,515,793", "$12,768,604", "$4,256,201", "Dec 20, 2011"
"29", "Bad Teacher (Sony / Columbia)", "/statistics/movies/bad-teacher-2011", "$100,292,856", "$31,603,106", "$10,534,369", "Jun 24, 2011"
"30", "Cowboys & Aliens (Universal)", "/statistics/movies/cowboys-aliens-2011", "$100,240,551", "$36,431,290", "$12,143,763", "Jul 29, 2011"
"31", "Gnomeo and Juliet (Disney)", "/statistics/movies/gnomeo-and-juliet-2011", "$99,967,670", "$25,356,909", "$8,452,303", "Feb 11, 2011"
"32", "The Green Hornet (Sony / Columbia)", "/statistics/movies/the-green-hornet-2010", "$98,780,042", "$33,526,876", "$11,175,625", "Jan 14, 2011"
"33", "The Lion King 3D (Disney)", "/statistics/movies/the-lion-king-2011-re-issue-1994", "$94,242,001", "$30,151,614", "$10,050,538", "Sep 16, 2011"
"34", "The Muppets (Disney)", "/statistics/movies/the-muppets-2011", "$88,631,237", "$29,239,026", "$9,746,342", "Nov 23, 2011"
"35", "Real Steel (Disney / DreamWorks)", "/statistics/movies/real-steel-2011", "$85,468,508", "$27,319,677", "$9,106,559", "Oct 07, 2011"
"36", "Crazy, Stupid, Love (Warner Bros.)", "/statistics/movies/crazy-stupid-love-2011", "$84,351,197", "$19,104,303", "$6,368,101", "Jul 29, 2011"
"37", "Battle: Los Angeles (Sony / Columbia)", "/statistics/movies/battle-los-angeles-2011", "$83,552,429", "$35,573,187", "$11,857,729", "Mar 11, 2011"
"38", "Immortals (Relativity Media)", "/statistics/movies/immortals-2011", "$83,504,017", "$32,206,425", "$10,735,475", "Nov 11, 2011"
"39", "The Descendants (Fox Searchlight)", "/statistics/movies/the-descendants-2011", "$82,629,097", "$1,190,096", "$396,699", "Nov 16, 2011"
"40", "Zookeeper (Sony / Columbia)", "/statistics/movies/the-zookeeper-tentative-title-2010", "$80,360,866", "$20,065,617", "$6,688,539", "Jul 08, 2011"
"41", "War Horse (Disney / DreamWorks)", "/statistics/movies/war-horse-2011", "$79,884,879", "$7,515,402", "$2,505,134", "Dec 25, 2011"
"42", "Limitless (Relativity Media)", "/statistics/movies/the-dark-fields-2011", "$79,249,455", "$18,907,302", "$6,302,434", "Mar 18, 2011"
"43", "Tower Heist (Universal)", "/statistics/movies/tower-heist-2011", "$78,046,570", "$24,025,190", "$8,008,397", "Nov 04, 2011"
"44", "The Adventures of Tintin (Paramount)", "/statistics/movies/the-adventures-of-tintin-the-secret-of-the-unicorn-2011", "$77,591,831", "$9,720,993", "$3,240,331", "Dec 21, 2011"
"45", "Contagion (Warner Bros.)", "/statistics/movies/contagion-2011", "$75,658,097", "$22,403,596", "$7,467,865", "Sep 09, 2011"
"46", "We Bought a Zoo (Fox)", "/statistics/movies/we-bought-a-zoo-2011", "$75,624,550", "$9,360,434", "$3,120,145", "Dec 23, 2011"
"47", "Moneyball (Sony / Columbia)", "/statistics/movies/moneyball-2011", "$75,605,492", "$19,501,302", "$6,500,434", "Sep 23, 2011"
"48", "Jack and Jill (Sony / Columbia)", "/statistics/movies/jack-and-jill-2011", "$74,158,157", "$25,003,575", "$8,334,525", "Nov 11, 2011"
"49", "Hugo (Paramount)", "/statistics/movies/the-invention-of-hugo-cabret-2011", "$73,864,507", "$11,364,505", "$3,788,168", "Nov 23, 2011"
"50", "Justin Bieber: Never Say Never (Paramount)", "/statistics/movies/untitled-justin-bieber-project-2011", "$73,013,910", "$29,514,054", "$9,838,018", "Feb 11, 2011"
"51", "Dolphin Tale (Warner Bros.)", "/statistics/movies/dolphin-tale-2011", "$72,286,779", "$19,152,401", "$6,384,134", "Sep 23, 2011"
"52", "No Strings Attached (Paramount)", "/statistics/movies/untitled-ivan-reitman-project-2011", "$70,662,220", "$19,652,921", "$6,550,974", "Jan 21, 2011"
"53", "Mr. Popper's Penguins (Fox)", "/statistics/movies/mr-poppers-penguins-2011", "$68,224,452", "$18,445,355", "$6,148,452", "Jun 17, 2011"
"54", "Happy Feet Two (Warner Bros.)", "/statistics/movies/happy-feet-2-in-3d-2011", "$64,006,466", "$21,237,068", "$7,079,023", "Nov 18, 2011"
"55", "Unknown (2011) (Warner Bros.)", "/statistics/movies/unknown-white-male-2011-2011", "$63,686,397", "$21,856,389", "$7,285,463", "Feb 18, 2011"
"56", "The Adjustment Bureau (Universal)", "/statistics/movies/the-adjustment-bureau-2010", "$62,495,645", "$21,157,730", "$7,052,577", "Mar 04, 2011"
"57", "Water for Elephants (Fox)", "/statistics/movies/water-for-elephants-2011", "$58,709,717", "$16,842,353", "$5,614,118", "Apr 22, 2011"
"58", "The Lincoln Lawyer (Lionsgate)", "/statistics/movies/the-lincoln-lawyer-2011", "$58,009,200", "$13,206,453", "$4,402,151", "Mar 18, 2011"
"59", "Midnight in Paris (Sony Pictures Classics)", "/statistics/movies/midnight-in-paris-2011", "$56,817,045", "$599,003", "$199,668", "May 20, 2011"
"60", "Friends With Benefits (Sony / Screen Gems)", "/statistics/movies/friends-with-benefits-2011", "$55,802,754", "$18,622,150", "$6,207,383", "Jul 22, 2011"
"61", "I Am Number Four (Disney / DreamWorks)", "/statistics/movies/i-am-number-four-2011", "$55,100,437", "$19,449,893", "$6,483,298", "Feb 18, 2011"
"62", "Source Code (Summit)", "/statistics/movies/source-code-2011", "$54,712,227", "$14,812,094", "$4,937,365", "Apr 01, 2011"
"63", "New Year's Eve (Warner Bros. / New Line)", "/statistics/movies/new-years-eve-2011", "$54,544,638", "$13,019,180", "$4,339,727", "Dec 09, 2011"
"64", "Insidious (FilmDistrict)", "/statistics/movies/insidious-2011", "$54,009,150", "$13,271,464", "$4,423,821", "Apr 01, 2011"
"65", "Tyler Perry's Madea's Big Happy Family (Lionsgate)", "/statistics/movies/tyler-perrys-madeas-big-happy-family-2011", "$53,345,287", "$25,068,677", "$8,356,226", "Apr 22, 2011"
"66", "Diary of a Wimpy Kid: Rodrick Rules (Fox)", "/statistics/movies/diary-of-a-wimpy-kid-2-rodrick-rules-2011", "$52,698,535", "$23,751,502", "$7,917,167", "Mar 25, 2011"
"67", "Footloose (2011) (Paramount)", "/statistics/movies/footloose-2010-2010", "$51,802,742", "$15,556,113", "$5,185,371", "Oct 14, 2011"
"68", "The Dilemma (Universal)", "/statistics/movies/the-dilemma-2011", "$48,475,290", "$17,816,230", "$5,938,743", "Jan 14, 2011"
"69", "Arthur Christmas (Sony / Columbia)", "/statistics/movies/arthur-christmas-in-3d-2011", "$46,462,469", "$12,068,931", "$4,022,977", "Nov 23, 2011"
"70", "Hall Pass (Warner Bros. / New Line)", "/statistics/movies/hall-pass-2011", "$45,060,734", "$13,535,374", "$4,511,791", "Feb 25, 2011"
"71", "The Artist (Weinstein Company)", "/statistics/movies/the-artist-2011", "$44,671,682", "$204,878", "$68,293", "Nov 25, 2011"
"72", "Soul Surfer (Sony / TriStar)", "/statistics/movies/soul-surfer-2011", "$43,853,424", "$10,601,862", "$3,533,954", "Apr 08, 2011"
"73", "Final Destination 5 (Warner Bros. / New Line)", "/statistics/movies/final-destination-5-2011", "$42,587,643", "$18,031,396", "$6,010,465", "Aug 12, 2011"
"74", "The Ides of March (Sony / Columbia)", "/statistics/movies/the-ides-of-march-2011", "$40,962,534", "$10,470,143", "$3,490,048", "Oct 07, 2011"
"75", "Hanna (Focus)", "/statistics/movies/hanna-2011", "$40,259,119", "$12,370,549", "$4,123,516", "Apr 08, 2011"
"76", "Something Borrowed (Warner Bros.)", "/statistics/movies/something-borrowed-2011", "$39,046,489", "$13,945,368", "$4,648,456", "May 06, 2011"
"77", "Spy Kids: All The Time in the World (Weinstein Company)", "/statistics/movies/spy-kids-4-all-the-time-in-the-world-2011", "$38,538,188", "$11,644,672", "$3,881,557", "Aug 19, 2011"
"78", "Scream 4 (Weinstein Company)", "/statistics/movies/scream-4-2011", "$38,180,928", "$18,692,090", "$6,230,697", "Apr 15, 2011"
"79", "Big Mommas: Like Father, Like Son (Fox)", "/statistics/movies/big-mommas-like-father-like-son-2011", "$37,911,876", "$16,300,803", "$5,433,601", "Feb 18, 2011"
"80", "Red Riding Hood (Warner Bros.)", "/statistics/movies/red-riding-hood-2011", "$37,662,162", "$14,005,335", "$4,668,445", "Mar 11, 2011"
"81", "In Time (Fox)", "/statistics/movies/now-2011", "$37,558,199", "$12,050,368", "$4,016,789", "Oct 28, 2011"
"82", "Paul (Universal)", "/statistics/movies/paul-2011", "$37,412,945", "$13,043,310", "$4,347,770", "Mar 18, 2011"
"83", "J. Edgar (Warner Bros.)", "/statistics/movies/j-edgar-2011", "$37,306,030", "$11,217,324", "$3,739,108", "Nov 09, 2011"
"84", "The Roommate (Sony / Screen Gems)", "/statistics/movies/the-roommate-2010", "$37,300,107", "$15,002,635", "$5,000,878", "Feb 04, 2011"
"85", "Jumping the Broom (Sony / TriStar)", "/statistics/movies/jumping-the-broom-2011", "$37,295,394", "$15,215,487", "$5,071,829", "May 06, 2011"
"86", "The Change-Up (Universal)", "/statistics/movies/the-change-up-2011", "$37,081,475", "$13,531,115", "$4,510,372", "Aug 05, 2011"
"87", "30 Minutes or Less (Sony / Columbia)", "/statistics/movies/30-minutes-or-less-2011", "$37,053,924", "$13,330,118", "$4,443,373", "Aug 12, 2011"
"88", "Colombiana (Sony / TriStar)", "/statistics/movies/colombiana-2011", "$36,665,854", "$10,408,176", "$3,469,392", "Aug 26, 2011"
"89", "Sucker Punch (Warner Bros.)", "/statistics/movies/sucker-punch-2011", "$36,392,502", "$19,058,199", "$6,352,733", "Mar 25, 2011"
"90", "Larry Crowne (Universal)", "/statistics/movies/larry-crowne-2011", "$35,608,245", "$13,096,065", "$4,365,355", "Jul 01, 2011"
"91", "A Very Harold & Kumar Christmas (Warner Bros. / New Line)", "/statistics/movies/a-very-harold-kumar-christmas-1900", "$35,061,031", "$12,954,142", "$4,318,047", "Nov 04, 2011"
"92", "Drive (2011) (FilmDistrict)", "/statistics/movies/drive-2011-2011", "$35,060,689", "$11,340,461", "$3,780,154", "Sep 16, 2011"
"93", "50/50 (Summit)", "/statistics/movies/5050-2011", "$35,014,192", "$8,644,095", "$2,881,365", "Sep 30, 2011"
"94", "Courageous (Sony / TriStar)", "/statistics/movies/courageous-2011", "$34,522,221", "$9,112,839", "$3,037,613", "Sep 30, 2011"
"95", "The Rite (Warner Bros. / New Line)", "/statistics/movies/the-rite-2011", "$33,047,633", "$14,789,393", "$4,929,798", "Jan 28, 2011"
"96", "Arthur (2011) (Warner Bros.)", "/statistics/movies/arthur-2011", "$33,035,397", "$12,222,756", "$4,074,252", "Apr 08, 2011"
"97", "Extremely Loud and Incredibly Close (Warner Bros.)", "/statistics/movies/extremely-loud-and-incredibly-close-2011", "$31,847,881", "$72,348", "$24,116", "Dec 25, 2011"
"98", "The Debt (Focus)", "/statistics/movies/the-debt-2011", "$31,177,548", "$9,909,499", "$3,303,166", "Aug 31, 2011"
"99", "The Sitter (Fox)", "/statistics/movies/the-sitter-2011", "$30,542,576", "$9,851,435", "$3,283,812", "Dec 09, 2011"
"100", "The Iron Lady (Weinstein Company)", "/statistics/movies/the-iron-lady-2011", "$30,017,992", "$220,409", "$73,470", "Dec 30, 2011"
"101", "Priest (2011) (Sony / Screen Gems)", "/statistics/movies/priest-2010", "$29,136,626", "$14,953,664", "$4,984,555", "May 13, 2011"
"102", "The Mechanic (CBS Films)", "/statistics/movies/the-mechanic-2011", "$29,121,498", "$11,422,006", "$3,807,335", "Jan 28, 2011"
"103", "Abduction (Lionsgate)", "/statistics/movies/abductions-2011", "$28,087,155", "$10,925,253", "$3,641,751", "Sep 23, 2011"
"104", "Beastly (CBS Films)", "/statistics/movies/beastly-2010", "$27,865,571", "$9,851,102", "$3,283,701", "Mar 04, 2011"
"105", "Winnie the Pooh (Disney)", "/statistics/movies/winnie-the-pooh-2011", "$26,692,846", "$7,857,076", "$2,619,025", "Jul 15, 2011"
"106", "Killer Elite (Open Road)", "/statistics/movies/killer-elite-2011", "$25,124,986", "$9,352,008", "$3,117,336", "Sep 23, 2011"
"107", "Season of the Witch (Relativity Media)", "/statistics/movies/season-of-the-witch-2010", "$24,827,228", "$10,612,375", "$3,537,458", "Jan 07, 2011"
"108", "Our Idiot Brother (Weinstein Company)", "/statistics/movies/my-idiot-brother-2011", "$24,816,118", "$7,011,631", "$2,337,210", "Aug 26, 2011"
"109", "Born to Be Wild 3D (Warner Bros. / IMAX)", "/statistics/movies/born-to-be-wild-2011-2011", "$24,235,827", "$871,478", "$290,493", "Apr 08, 2011"
"110", "Tinker, Tailor, Soldier, Spy (Focus)", "/statistics/movies/tinker-tailor-soldier-spy-2011", "$24,149,393", "$310,562", "$103,521", "Dec 09, 2011"
"111", "Don't Be Afraid of the Dark (2011) (FilmDistrict)", "/statistics/movies/dont-be-afraid-of-the-dark-2011", "$24,042,490", "$8,525,728", "$2,841,909", "Aug 26, 2011"
"112", "Sanctum (Universal)", "/statistics/movies/james-cameron-presents-sanctum-2011", "$23,209,310", "$9,447,930", "$3,149,310", "Feb 04, 2011"
"113", "Monte Carlo (Fox)", "/statistics/movies/monte-carlo-2011", "$23,186,769", "$7,453,944", "$2,484,648", "Jul 01, 2011"
"114", "Your Highness (Universal)", "/statistics/movies/your-highness-2010", "$21,596,445", "$9,360,020", "$3,120,007", "Apr 08, 2011"
"115", "The Darkest Hour (Summit)", "/statistics/movies/the-darkest-hour-2011", "$21,443,494", "$3,000,000", "$1,000,000", "Dec 25, 2011"
"116", "Mars Needs Moms (Disney)", "/statistics/movies/mars-needs-moms-2011", "$21,392,758", "$6,914,488", "$2,304,829", "Mar 11, 2011"
"117", "Dream House (Universal)", "/statistics/movies/dream-house-2011", "$21,302,340", "$8,129,335", "$2,709,778", "Sep 30, 2011"
"118", "Conan the Barbarian (2011) (Lionsgate)", "/statistics/movies/conan-3d-2011", "$21,295,021", "$10,021,215", "$3,340,405", "Aug 19, 2011"
"119", "The Three Musketeers (2011) (Summit)", "/statistics/movies/the-three-musketeers-2011-2011", "$20,374,484", "$8,674,452", "$2,891,484", "Oct 21, 2011"
"120", "The Eagle (Focus)", "/statistics/movies/the-eagle-of-the-ninth-1900", "$19,490,041", "$8,684,464", "$2,894,821", "Feb 11, 2011"
"121", "Shark Night 3D (Relativity Media)", "/statistics/movies/untitled-3d-shark-thriller-2011", "$18,877,153", "$8,404,260", "$2,801,420", "Sep 02, 2011"
"122", "Fright Night (2011) (Disney / DreamWorks)", "/statistics/movies/fright-night-2011", "$18,302,607", "$8,114,388", "$2,704,796", "Aug 19, 2011"
"123", "Apollo 18 (Weinstein Company)", "/statistics/movies/apollo-18-2011", "$17,687,709", "$8,704,271", "$2,901,424", "Sep 02, 2011"
"124", "The Thing (2011) (Universal)", "/statistics/movies/the-thing-2011-2011", "$16,928,670", "$8,493,665", "$2,831,222", "Oct 14, 2011"
"125", "Young Adult (Paramount)", "/statistics/movies/young-adult-2011", "$16,311,571", "$310,263", "$103,421", "Dec 09, 2011"
"126", "African Cats (Disneynature)", "/statistics/movies/african-cats-2011", "$15,428,747", "$6,003,200", "$2,001,067", "Apr 22, 2011"
"127", "Judy Moody and the Not Bummer Summer (Relativity Media)", "/statistics/movies/judy-moody-and-the-not-bummer-summer-2011", "$15,013,650", "$6,076,859", "$2,025,620", "Jun 10, 2011"
"128", "My Week with Marilyn (Weinstein Company)", "/statistics/movies/my-week-with-marilyn-2011", "$14,600,347", "$1,750,507", "$583,502", "Nov 23, 2011"
"129", "What's Your Number? (Fox)", "/statistics/movies/whats-your-number-2011", "$14,011,084", "$5,421,669", "$1,807,223", "Sep 30, 2011"
"130", "One Day (Focus)", "/statistics/movies/one-day-2011", "$13,843,771", "$5,079,566", "$1,693,189", "Aug 19, 2011"
"131", "Warrior (2011) (Lionsgate)", "/statistics/movies/warrior-2010", "$13,657,115", "$5,242,107", "$1,747,369", "Sep 09, 2011"
"132", "The Tree of Life (Fox Searchlight)", "/statistics/movies/the-tree-of-life-2010", "$13,305,665", "$372,920", "$124,307", "May 27, 2011"
"133", "The Rum Diary (FilmDistrict)", "/statistics/movies/the-rum-diary-2011", "$13,109,815", "$5,135,369", "$1,711,790", "Oct 28, 2011"
"134", "Glee: The 3D Concert Movie (Fox)", "/statistics/movies/glee-live-3d-2011", "$11,862,398", "$5,961,231", "$1,987,077", "Aug 12, 2011"
"135", "The Conspirator (Roadside Attractions)", "/statistics/movies/the-conspirator-2010", "$11,538,204", "$3,506,602", "$1,168,867", "Apr 15, 2011"
"136", "Jane Eyre (2011) (Focus)", "/statistics/movies/jane-eyre-2011-2011", "$11,242,660", "$182,885", "$60,962", "Mar 11, 2011"
"137", "Drive Angry (Summit)", "/statistics/movies/drive-angry-2011", "$10,721,033", "$5,187,625", "$1,729,208", "Feb 25, 2011"
"138", "Straw Dogs (2011) (Sony / Screen Gems)", "/statistics/movies/straw-dogs-2010-2011", "$10,324,441", "$5,123,760", "$1,707,920", "Sep 16, 2011"
"139", "Win Win (Fox Searchlight)", "/statistics/movies/win-win-2011", "$10,179,275", "$150,362", "$50,121", "Mar 18, 2011"
"140", "Hoodwinked Too! Hood vs. Evil (Weinstein Company)", "/statistics/movies/hoodwinked-too-hood-vs-evil-2010", "$10,143,779", "$4,108,630", "$1,369,543", "Apr 29, 2011"
"141", "Prom (Disney)", "/statistics/movies/prom-2011", "$10,130,219", "$4,712,638", "$1,570,879", "Apr 29, 2011"
"142", "I Don't Know How She Does It (Weinstein Company)", "/statistics/movies/i-dont-know-how-she-does-it-2011", "$9,662,284", "$4,402,201", "$1,467,400", "Sep 16, 2011"
"143", "Johnny English Reborn (Universal)", "/statistics/movies/johnny-english-reborn-2011", "$8,305,970", "$3,833,300", "$1,277,767", "Oct 21, 2011"
"144", "Laugh at My Pain (CodeBlack Entertainment)", "/statistics/movies/laugh-at-my-pain-2011", "$7,706,436", "$1,908,420", "$636,140", "Sep 09, 2011"
"145", "Sarah's Key (Weinstein Company)", "/statistics/movies/sarahs-key-2010", "$7,693,187", "$115,708", "$38,569", "Jul 22, 2011"
"146", "Barney's Version (Sony Pictures Classics)", "/statistics/movies/barneys-version-2010", "$7,502,560", "$362,524", "$120,841", "Jan 14, 2011"
"147", "The Big Year (Fox)", "/statistics/movies/the-big-year-2011", "$7,204,138", "$3,251,884", "$1,083,961", "Oct 14, 2011"
"148", "A Separation (Sony Pictures Classics)", "/statistics/movies/a-separation-2011", "$7,099,055", "$59,481", "$19,827", "Dec 30, 2011"
"149", "Take Me Home Tonight (Relativity Media)", "/statistics/movies/kids-in-america-2011", "$6,928,068", "$3,464,679", "$1,154,893", "Mar 04, 2011"
"150", "Incendies (Sony Pictures Classics)", "/statistics/movies/incendies-2011", "$6,858,362", "$50,679", "$16,893", "Apr 22, 2011"
"151", "Cedar Rapids (Fox Searchlight)", "/statistics/movies/cedar-rapids-2011", "$6,857,503", "$302,968", "$100,989", "Feb 11, 2011"
"152", "Beginners (Focus)", "/statistics/movies/beginners-2010", "$5,790,894", "$141,340", "$47,113", "Jun 03, 2011"
"153", "A Dangerous Method (Sony Pictures Classics)", "/statistics/movies/a-dangerous-method-2011", "$5,704,709", "$167,953", "$55,984", "Nov 23, 2011"
"154", "The Guard (Sony Pictures Classics)", "/statistics/movies/the-guard-2011", "$5,360,274", "$76,834", "$25,611", "Jul 29, 2011"
"155", "October Baby (IDP / Samuel Goldwyn)", "/statistics/movies/october-baby-2011", "$5,357,328", "$102,096", "$34,032", "Oct 28, 2011"
"156", "Margin Call (Roadside Attractions)", "/statistics/movies/margin-call-2011", "$5,354,039", "$561,906", "$187,302", "Oct 21, 2011"
"157", "Cave of Forgotten Dreams (IFC Films)", "/statistics/movies/caves-of-forgotten-dreams-2010", "$5,247,347", "$139,101", "$46,367", "Apr 29, 2011"
