#,movie,href,total gross,opening,opening daily avg,release date
"21","Grown Ups 2 (Sony / Columbia)","/statistics/movies/grown-ups-2-2013","$133,668,525","$41,508,572","$13,836,191","Jul 12, 2013"
"22","The Wolverine (Fox)","/statistics/movies/the-wolverine-2013","$132,556,852","$53,113,752","$17,704,584","Jul 26, 2013"
"23","Anchorman 2: The Legend Continues (Paramount)","/statistics/movies/anchorman-the-legend-continues-2013","$127,352,707","$26,232,425","$8,744,142","Dec 18, 2013"
"24","Lone Survivor (Universal)","/statistics/movies/lone-survivor-2013","$125,095,601","$90,872","$30,291","Dec 25, 2013"
"25","G.I. Joe: Retaliation (Paramount)","/statistics/movies/gi-joe-2-2012","$122,523,060","$40,501,814","$13,500,605","Mar 28, 2013"
"26","Cloudy with a Chance of Meatballs 2 (Sony / Columbia)","/statistics/movies/cloudy-2-revenge-of-the-leftovers-2013","$119,793,567","$34,017,930","$11,339,310","Sep 27, 2013"
"27","Now You See Me (Lionsgate / Summit)","/statistics/movies/now-you-see-me-2013","$117,723,989","$29,350,389","$9,783,463","May 31, 2013"
"28","The Wolf of Wall Street (Paramount)","/statistics/movies/the-wolf-of-wall-street-2013","$116,900,694","$18,361,578","$6,120,526","Dec 25, 2013"
"29","Lee Daniels' The Butler (Weinstein Company)","/statistics/movies/the-butler-2013","$116,632,095","$24,637,312","$8,212,437","Aug 16, 2013"
"30","The Hangover Part III (Warner Bros.)","/statistics/movies/the-hangover-3-2013","$112,200,072","$41,671,198","$13,890,399","May 23, 2013"
"31","Epic (Fox)","/statistics/movies/leaf-men-2013","$107,518,682","$33,531,068","$11,177,023","May 24, 2013"
"32","Captain Phillips (Sony / Columbia)","/statistics/movies/captain-phillips-2013","$107,100,855","$25,718,314","$8,572,771","Oct 11, 2013"
"33","Jackass Presents: Bad Grandpa (Paramount)","/statistics/movies/jackass-presents-bad-grandpa-2013","$102,003,019","$32,055,177","$10,685,059","Oct 25, 2013"
"34","Pacific Rim (Warner Bros.)","/statistics/movies/pacific-rim-2013","$101,802,906","$37,285,325","$12,428,442","Jul 12, 2013"
"35","This Is The End (Sony / Columbia)","/statistics/movies/seth-rogenjonah-hill-untitled-comedy-2013","$101,470,202","$20,719,162","$6,906,387","Jun 12, 2013"
"36","Olympus Has Fallen (FilmDistrict)","/statistics/movies/olympus-has-fallen-2013","$98,925,640","$30,373,794","$10,124,598","Mar 22, 2013"
"37","42 (2013) (Warner Bros.)","/statistics/movies/42-2013","$95,020,213","$27,487,144","$9,162,381","Apr 12, 2013"
"38","Elysium (Sony / TriStar)","/statistics/movies/elysium-2013","$93,050,117","$29,807,393","$9,935,798","Aug 09, 2013"
"39","Planes (Disney)","/statistics/movies/planes-2013","$90,288,712","$22,232,291","$7,410,764","Aug 09, 2013"
"40","The Lone Ranger (Disney)","/statistics/movies/lone-ranger-2012","$89,302,115","$29,210,849","$9,736,950","Jul 03, 2013"
"41","Oblivion (2013) (Universal)","/statistics/movies/oblivion-2013","$89,107,235","$37,054,485","$12,351,495","Apr 19, 2013"
"42","Insidious: Chapter 2 (FilmDistrict)","/statistics/movies/insidious-chapter-2-2013","$83,586,447","$40,272,103","$13,424,034","Sep 13, 2013"
"43","Saving Mr. Banks (Disney)","/statistics/movies/saving-mr-banks-2013","$83,301,580","$413,373","$137,791","Dec 13, 2013"
"44","Turbo (Fox / DreamWorks Animation)","/statistics/movies/turbo-2013","$83,028,128","$21,312,625","$7,104,208","Jul 17, 2013"
"45","2 Guns (Universal)","/statistics/movies/2-guns-2013","$75,612,460","$27,059,130","$9,019,710","Aug 02, 2013"
"46","White House Down (Sony / Columbia)","/statistics/movies/white-house-down-2013","$73,103,784","$24,852,258","$8,284,086","Jun 28, 2013"
"47","Mama (Universal)","/statistics/movies/mama-2013","$71,628,180","$28,402,310","$9,467,437","Jan 18, 2013"
"48","Safe Haven (Relativity Media)","/statistics/movies/safe-haven-2012","$71,349,120","$21,401,594","$7,133,865","Feb 14, 2013"
"49","The Smurfs 2 (Sony / Columbia)","/statistics/movies/smurfs-2-2013","$71,017,784","$17,548,389","$5,849,463","Jul 31, 2013"
"50","The Best Man Holiday (Universal)","/statistics/movies/untitled-the-best-man-sequel-2013","$70,525,195","$30,107,555","$10,035,852","Nov 15, 2013"
"51","Percy Jackson: Sea of Monsters (Fox)","/statistics/movies/percy-jackson-the-olympians-sea-of-monsters-2012","$68,559,554","$14,401,054","$4,800,351","Aug 07, 2013"
"52","A Good Day to Die Hard (Fox)","/statistics/movies/a-good-day-to-die-hard-2013","$67,349,198","$24,834,845","$8,278,282","Feb 14, 2013"
"53","Warm Bodies (Lionsgate / Summit)","/statistics/movies/warm-bodies-2012","$66,380,662","$20,353,967","$6,784,656","Feb 01, 2013"
"54","Jack the Giant Slayer (Warner Bros. / New Line)","/statistics/movies/jack-the-giant-killer-2012","$65,187,603","$27,202,226","$9,067,409","Mar 01, 2013"
"55","The Purge (Universal)","/statistics/movies/the-purge-2013","$64,473,115","$34,058,360","$11,352,787","Jun 07, 2013"
"56","Last Vegas (CBS Films)","/statistics/movies/last-vegas-2013","$63,914,167","$16,334,566","$5,444,855","Nov 01, 2013"
"57","Ender's Game (Lionsgate / Summit)","/statistics/movies/enders-game-2013","$61,737,191","$27,017,351","$9,005,784","Nov 01, 2013"
"58","Prisoners (Warner Bros.)","/statistics/movies/prisoners-2013","$61,002,302","$20,817,053","$6,939,018","Sep 20, 2013"
"59","After Earth (Sony / Columbia)","/statistics/movies/1000-ae-2013","$60,522,097","$27,520,040","$9,173,347","May 31, 2013"
"60","The Secret Life of Walter Mitty (Fox)","/statistics/movies/the-secret-life-of-walter-mitty-2013","$58,236,838","$12,765,508","$4,255,169","Dec 25, 2013"
"61","Escape From Planet Earth (Weinstein Company)","/statistics/movies/escape-from-planet-earth-2012","$57,012,977","$15,891,055","$5,297,018","Feb 15, 2013"
"62","12 Years a Slave (Fox Searchlight)","/statistics/movies/twelve-years-a-slave-2013","$56,671,993","$923,715","$307,905","Oct 18, 2013"
"63","Free Birds (Relativity Media)","/statistics/movies/turkeys-2014","$55,750,480","$15,805,237","$5,268,412","Nov 01, 2013"
"64","Hansel and Gretel: Witch Hunters (Paramount)","/statistics/movies/hansel-and-gretel-witch-hunters-2012","$55,703,475","$19,690,956","$6,563,652","Jan 25, 2013"
"65","Evil Dead (Sony / TriStar)","/statistics/movies/the-evil-dead-2013-2013","$54,239,856","$25,775,847","$8,591,949","Apr 05, 2013"
"66","Red 2 (Lionsgate / Summit)","/statistics/movies/red-2-2013","$53,262,560","$18,048,422","$6,016,141","Jul 19, 2013"
"67","Tyler Perry's A Madea Christmas (Lionsgate)","/statistics/movies/untitled-madeas-christmas-film-2013","$52,543,354","$16,007,634","$5,335,878","Dec 13, 2013"
"68","Tyler Perry's Temptation (Lionsgate)","/statistics/movies/tyler-perrys-the-marriage-counselor-2012","$51,975,354","$21,641,679","$7,213,893","Mar 29, 2013"
"69","The Call (Sony / TriStar)","/statistics/movies/the-call-2013","$51,872,378","$17,118,745","$5,706,248","Mar 15, 2013"
"70","Pain and Gain (Paramount)","/statistics/movies/pain-and-gain-2013","$49,875,291","$20,244,505","$6,748,168","Apr 26, 2013"
"71","Gangster Squad (Warner Bros.)","/statistics/movies/gangster-squad-2012","$46,000,903","$17,070,347","$5,690,116","Jan 11, 2013"
"72","Jurassic Park 3D (Universal)","/statistics/movies/jurassic-park-2013-2013","$45,385,935","$18,620,145","$6,206,715","Apr 05, 2013"
"73","The Internship (Fox)","/statistics/movies/the-internship-2013","$44,672,764","$17,325,307","$5,775,102","Jun 07, 2013"
"74","Instructions Not Included (Lionsgate / Pantelion)","/statistics/movies/instructions-not-included-2013","$44,467,206","$7,846,426","$2,615,475","Aug 30, 2013"
"75","Snitch (2013) (Lionsgate / Summit)","/statistics/movies/snitch-2013-2013","$42,930,462","$13,167,607","$4,389,202","Feb 22, 2013"
"76","Riddick (Universal)","/statistics/movies/riddick-2013","$42,025,135","$19,030,375","$6,343,458","Sep 06, 2013"
"77","A Haunted House (Open Road)","/statistics/movies/a-haunted-house-2013","$40,041,683","$18,101,682","$6,033,894","Jan 11, 2013"
"78","47 Ronin (Universal)","/statistics/movies/47-ronin-2012","$38,362,475","$9,910,310","$3,303,437","Dec 25, 2013"
"79","August: Osage County (Weinstein Company)","/statistics/movies/august-osage-county-2013","$37,738,810","$179,302","$59,767","Dec 27, 2013"
"80","Philomena (Weinstein Company)","/statistics/movies/philomena-2013","$37,709,979","$128,435","$42,812","Nov 22, 2013"
"81","The Family (2013) (Relativity Media)","/statistics/movies/malavita-2013","$36,918,811","$14,034,764","$4,678,255","Sep 13, 2013"
"82","Walking With Dinosaurs (Fox)","/statistics/movies/walking-with-dinosaurs-2012","$36,076,121","$7,091,938","$2,363,979","Dec 20, 2013"
"83","Carrie (2013) (Sony / Screen Gems)","/statistics/movies/carrie-2013","$35,266,619","$16,101,552","$5,367,184","Oct 18, 2013"
"84","Texas Chainsaw 3D (Lionsgate)","/statistics/movies/the-texas-chainsaw-massacre-3d-2012","$34,341,945","$21,744,470","$7,248,157","Jan 04, 2013"
"85","R.I.P.D. (Universal)","/statistics/movies/ripd-2013","$33,618,855","$12,691,415","$4,230,472","Jul 19, 2013"
"86","Blue Jasmine (Sony Pictures Classics)","/statistics/movies/blue-jasmine-2013","$33,405,481","$612,064","$204,021","Jul 26, 2013"
"87","Kevin Hart: Let Me Explain (Lionsgate / Summit)","/statistics/movies/kevin-hart-let-me-explain-2013","$32,244,051","$10,030,463","$3,343,488","Jul 03, 2013"
"88","Side Effects (2013) (Open Road)","/statistics/movies/bitter-pill-2013","$32,172,757","$9,303,145","$3,101,048","Feb 08, 2013"
"89","Scary Movie 5 (Weinstein / Dimension)","/statistics/movies/scary-movie-5-2012","$32,015,787","$14,157,367","$4,719,122","Apr 12, 2013"
"90","The Mortal Instruments: City of Bones (Sony / Screen Gems)","/statistics/movies/mortal-instruments-2013","$31,165,421","$9,336,957","$3,112,319","Aug 21, 2013"
"91","Delivery Man (Disney / DreamWorks)","/statistics/movies/the-delivery-man-2013","$30,664,106","$7,944,977","$2,648,326","Nov 22, 2013"
"92","Grudge Match (Warner Bros.)","/statistics/movies/grudge-match-2013","$29,807,260","$7,021,993","$2,340,664","Dec 25, 2013"
"93","One Direction: This Is Us (Sony / TriStar)","/statistics/movies/one-direction-concert-movie-2013","$28,873,374","$15,815,497","$5,271,832","Aug 30, 2013"
"94","Kick-Ass 2 (Universal)","/statistics/movies/kick-ass-2-2013","$28,795,985","$13,332,955","$4,444,318","Aug 16, 2013"
"95","Dallas Buyers Club (Focus)","/statistics/movies/dallas-buyers-club-2013","$27,298,285","$260,865","$86,955","Nov 01, 2013"
"96","Rush (2013) (Universal)","/statistics/movies/rush-2013-2013","$26,947,624","$187,289","$62,430","Sep 20, 2013"
"97","The Host (2013) (Open Road)","/statistics/movies/the-host-2013-2013","$26,627,201","$10,600,112","$3,533,371","Mar 29, 2013"
"98","The World's End (Focus)","/statistics/movies/the-worlds-end-2013","$26,004,851","$8,811,790","$2,937,263","Aug 23, 2013"
"99","21 And Over (Relativity Media)","/statistics/movies/21-and-over-2013","$25,682,380","$8,754,168","$2,918,056","Mar 01, 2013"
"100","Her (2013) (Warner Bros.)","/statistics/movies/her-2013-2013","$25,568,251","$260,382","$86,794","Dec 18, 2013"
"101","Escape Plan (Lionsgate / Summit)","/statistics/movies/the-tomb-2013","$25,135,965","$9,885,732","$3,295,244","Oct 18, 2013"
"102","Don Jon (Relativity Media)","/statistics/movies/don-jon-2013","$24,477,704","$8,677,009","$2,892,336","Sep 27, 2013"
"103","The Incredible Burt Wonderstone (Warner Bros. / New Line)","/statistics/movies/the-incredible-burt-wonderstone-2013","$22,537,881","$10,177,257","$3,392,419","Mar 15, 2013"
"104","The Big Wedding (Lionsgate)","/statistics/movies/the-big-wedding-2012","$21,819,348","$7,591,663","$2,530,554","Apr 26, 2013"
"105","Mud (Roadside Attractions)","/statistics/movies/mud-2012","$21,590,086","$2,215,891","$738,630","Apr 26, 2013"
"106","Baggage Claim (Fox Searchlight)","/statistics/movies/baggage-claim-2013","$21,569,509","$9,031,102","$3,010,367","Sep 27, 2013"
"107","The Way, Way Back (Fox Searchlight)","/statistics/movies/the-way-way-back-2013","$21,502,690","$552,788","$184,263","Jul 05, 2013"
"108","The Book Thief (Fox)","/statistics/movies/the-book-thief-2014","$21,488,481","$105,005","$35,002","Nov 08, 2013"
"109","The Place Beyond the Pines (Focus)","/statistics/movies/the-place-beyond-the-pines-2013","$21,403,519","$279,457","$93,152","Mar 29, 2013"
"110","Homefront (Open Road)","/statistics/movies/homefront-2013","$20,158,492","$6,915,241","$2,305,080","Nov 27, 2013"
"111","Broken City (Fox)","/statistics/movies/broken-city-2013","$19,701,164","$8,268,908","$2,756,303","Jan 18, 2013"
"112","Beautiful Creatures (2013) (Warner Bros.)","/statistics/movies/beautiful-creatures-2013-2013","$19,452,138","$7,582,595","$2,527,532","Feb 14, 2013"
"113","Runner Runner (Fox)","/statistics/movies/runner-runner-2013","$19,316,646","$7,706,712","$2,568,904","Oct 04, 2013"
"114","You're Next (Lionsgate)","/statistics/movies/youre-next-2011","$18,494,006","$7,020,196","$2,340,065","Aug 23, 2013"
"115","Quartet (Weinstein Company)","/statistics/movies/quartet-2012","$18,390,117","$47,122","$15,707","Jan 11, 2013"
"116","Admission (Focus)","/statistics/movies/admission-2013","$18,007,317","$6,154,984","$2,051,661","Mar 22, 2013"
"117","Nebraska (Paramount Vantage)","/statistics/movies/nebraska-2013","$17,654,912","$140,401","$46,800","Nov 15, 2013"
"118","Parker (FilmDistrict)","/statistics/movies/parker-2012","$17,616,641","$7,008,222","$2,336,074","Jan 25, 2013"
"119","Enough Said (Fox Searchlight)","/statistics/movies/enough-said-2013","$17,550,872","$232,800","$77,600","Sep 18, 2013"
"120","Dark Skies (Weinstein / Dimension)","/statistics/movies/dark-skies-2013","$17,418,667","$8,189,166","$2,729,722","Feb 22, 2013"
"121","The Counselor (Fox)","/statistics/movies/the-counselor-2013","$16,973,715","$7,842,930","$2,614,310","Oct 25, 2013"
"122","Jobs (Open Road)","/statistics/movies/jobs-2013","$16,131,410","$6,713,900","$2,237,967","Aug 16, 2013"
"123","Fruitvale Station (Weinstein Company)","/statistics/movies/fruitvale-2013","$16,098,998","$386,291","$128,764","Jul 12, 2013"
"124","About Time (Universal)","/statistics/movies/about-time-2013","$15,322,921","$1,076,250","$358,750","Nov 01, 2013"
"125","The Last Exorcism Part II (CBS Films)","/statistics/movies/the-last-exorcism-part-ii-2013","$15,179,303","$7,728,354","$2,576,118","Mar 01, 2013"
"126","Spring Breakers (A24)","/statistics/movies/spring-breakers-2013","$14,124,286","$263,002","$87,667","Mar 15, 2013"
"127","Inside Llewyn Davis (CBS Films)","/statistics/movies/inside-llewyn-davis-2013","$13,235,319","$405,411","$135,137","Dec 06, 2013"
"128","The Last Stand (Lionsgate)","/statistics/movies/last-stand-2013","$12,050,299","$6,281,433","$2,093,811","Jan 18, 2013"
"129","Out of the Furnace (Relativity Media)","/statistics/movies/out-of-the-furnace-2013","$11,330,849","$5,220,288","$1,740,096","Dec 04, 2013"
"130","Dead Man Down (FilmDistrict)","/statistics/movies/dead-man-down-2013","$10,895,295","$5,345,250","$1,781,750","Mar 08, 2013"
"131","Getaway (Warner Bros.)","/statistics/movies/getaway-2013","$10,501,938","$4,503,892","$1,501,297","Aug 30, 2013"
"132","Bullet to the Head (Warner Bros.)","/statistics/movies/bullet-to-the-head-2012-2012","$9,489,829","$4,548,201","$1,516,067","Feb 01, 2013"
"133","Tyler Perry Presents Peeples (Lionsgate)","/statistics/movies/tyler-perry-presents-we-the-peeples-2013","$9,177,065","$4,611,534","$1,537,178","May 10, 2013"
"134","Battle of the Year (Sony / Screen Gems)","/statistics/movies/planet-b-boy-2013-2013","$8,888,355","$4,603,177","$1,534,392","Sep 20, 2013"
"135","Movie 43 (Relativity Media)","/statistics/movies/untitled-farrellywessler-comedy-2012","$8,840,453","$4,805,878","$1,601,959","Jan 25, 2013"
"136","Mandela: Long Walk to Freedom (Weinstein Company)","/statistics/movies/mandela-long-walk-to-freedom-2013","$8,323,085","$84,283","$28,094","Nov 29, 2013"
"137","Before Midnight (Sony Pictures Classics)","/statistics/movies/before-midnight-2013","$8,114,627","$246,914","$82,305","May 24, 2013"
"138","Dhoom 3 (Yash Raj Films)","/statistics/movies/dhoom-3-2013","$8,031,955","$3,423,508","$1,141,169","Dec 20, 2013"
"139","Jerusalem 3D (National Geographic)","/statistics/movies/jerusalem-3d-2013","$8,020,721","$7,668","$2,556","Sep 20, 2013"
"140","Machete Kills (Open Road)","/statistics/movies/machete-kills-2013","$8,008,161","$3,837,183","$1,279,061","Oct 11, 2013"
"141","Paranoia (Relativity Media)","/statistics/movies/paranoia-2013","$7,388,654","$3,528,376","$1,176,125","Aug 16, 2013"
"142","Black Nativity (Fox Searchlight)","/statistics/movies/black-nativity-2013","$7,018,189","$3,669,530","$1,223,177","Nov 27, 2013"
"143","The Spectacular Now (A24)","/statistics/movies/the-spectacular-now-2013","$6,854,611","$197,415","$65,805","Aug 02, 2013"
"144","Journey to the South Pacific (IMAX / MacGillivray Freeman)","/statistics/movies/journey-to-the-south-pacific-2013","$6,805,366","$8,137","$2,712","Nov 27, 2013"
"145","The Grandmaster (Weinstein Company)","/statistics/movies/grandmasters-2013","$6,594,959","$132,617","$44,206","Aug 23, 2013"
"146","All Is Lost (Roadside Attractions)","/statistics/movies/all-is-lost-2013","$6,263,670","$93,583","$31,194","Oct 18, 2013"
"147","Justin Bieber's Believe (Open Road)","/statistics/movies/justin-biebers-believe-2013","$6,206,566","$2,007,567","$669,189","Dec 25, 2013"
"148","The Bling Ring (A24)","/statistics/movies/the-bling-ring-2013","$5,845,732","$214,395","$71,465","Jun 14, 2013"
"149","Pulling Strings (Lionsgate / Pantelion)","/statistics/movies/pulling-strings-2013","$5,842,961","$2,467,168","$822,389","Oct 04, 2013"
"150","Closed Circuit (Focus)","/statistics/movies/closed-circuit-2013","$5,750,995","$2,464,931","$821,644","Aug 28, 2013"
"151","The Wizard of Oz 3D (Warner Bros.)","/statistics/movies/the-wizard-of-oz-3d-1939","$5,509,334","$3,093,998","$1,031,333","Sep 20, 2013"
"152","Chennai Express (UTV Motion Pictures)","/statistics/movies/chennai-express-2013","$5,307,960","$2,220,497","$740,166","Aug 08, 2013"
"153","The Company You Keep (Sony Pictures Classics)","/statistics/movies/the-company-you-keep-2012","$5,133,027","$131,718","$43,906","Apr 05, 2013"
