#,movie,href,total gross,opening,opening daily avg,release date
"17","How to Train Your Dragon 2 (Fox / DreamWorks Animation)","/statistics/movies/how-to-train-your-dragon-sequel-2014","$177,002,924","$49,451,322","$16,483,774","Jun 13, 2014"
"18","Gone Girl (Fox)","/statistics/movies/gone-girl-2014","$167,767,189","$37,513,109","$12,504,370","Oct 03, 2014"
"19","Divergent (Lionsgate / Summit)","/statistics/movies/divergent-2014","$150,947,895","$54,607,747","$18,202,582","Mar 21, 2014"
"20","Neighbors (2014) (Universal)","/statistics/movies/townies-2014","$150,157,400","$49,033,915","$16,344,638","May 09, 2014"
"21","Ride Along (Universal)","/statistics/movies/ride-along-2014","$134,938,200","$41,516,170","$13,838,723","Jan 17, 2014"
"22","Rio 2 (Fox)","/statistics/movies/rio-2-2014","$131,538,435","$39,327,869","$13,109,290","Apr 11, 2014"
"23","Into the Woods (Disney)","/statistics/movies/into-the-woods-2014","$128,002,372","$31,051,923","$10,350,641","Dec 25, 2014"
"24","Lucy (Universal)","/statistics/movies/lucy-2014","$126,663,600","$43,899,340","$14,633,113","Jul 25, 2014"
"25","The Fault in Our Stars (Fox)","/statistics/movies/the-fault-in-our-stars-2014","$124,872,350","$48,002,523","$16,000,841","Jun 06, 2014"
"26","Unbroken (Universal)","/statistics/movies/unbroken-2014","$115,637,895","$30,621,445","$10,207,148","Dec 25, 2014"
"27","Night at the Museum: Secret of the Tomb (Fox)","/statistics/movies/night-at-the-museum-3-2014","$113,746,621","$17,100,520","$5,700,173","Dec 19, 2014"
"28","Mr. Peabody & Sherman (Fox / DreamWorks Animation)","/statistics/movies/mr-peabody-sherman-2013","$111,506,430","$32,207,057","$10,735,686","Mar 07, 2014"
"29","300: Rise of an Empire (Warner Bros.)","/statistics/movies/sequel-to-300-2013","$106,580,051","$45,038,460","$15,012,820","Mar 07, 2014"
"30","The Maze Runner (Fox)","/statistics/movies/the-maze-runner-2014","$102,427,862","$32,512,804","$10,837,601","Sep 19, 2014"
"31","The Equalizer (Sony / Columbia)","/statistics/movies/the-equalizer-2014","$101,530,738","$34,137,828","$11,379,276","Sep 26, 2014"
"32","Noah (Paramount)","/statistics/movies/noah-2014","$101,200,044","$43,720,472","$14,573,491","Mar 28, 2014"
"33","Edge of Tomorrow (Warner Bros.)","/statistics/movies/all-you-need-is-kill-2014","$100,206,256","$28,760,246","$9,586,749","Jun 06, 2014"
"34","Non-Stop (2014) (Universal)","/statistics/movies/non-stop-2014","$92,168,600","$28,875,635","$9,625,212","Feb 28, 2014"
"35","Heaven is for Real (Sony / TriStar)","/statistics/movies/heaven-is-for-real-2014","$91,443,253","$22,522,221","$7,507,407","Apr 16, 2014"
"36","The Imitation Game (Weinstein Company)","/statistics/movies/the-imitation-game-2014","$91,125,143","$479,352","$159,784","Nov 28, 2014"
"37","Dumb and Dumber To (Universal)","/statistics/movies/dumb-and-dumber-to-2014","$86,208,010","$36,111,775","$12,037,258","Nov 14, 2014"
"38","Annie (2014) (Sony / Columbia)","/statistics/movies/annie-2014-2014","$85,911,262","$15,861,939","$5,287,313","Dec 19, 2014"
"39","Fury (2014) (Sony / Columbia)","/statistics/movies/fury-2014-2014","$85,817,906","$23,702,421","$7,900,807","Oct 17, 2014"
"40","Tammy (Warner Bros. / New Line)","/statistics/movies/tammy-2014","$84,525,432","$21,577,049","$7,192,350","Jul 02, 2014"
"41","Annabelle (Warner Bros. / New Line)","/statistics/movies/untitled-new-line-horror-film-2014","$84,273,813","$37,134,255","$12,378,085","Oct 03, 2014"
"42","The Other Woman (2014) (Fox)","/statistics/movies/the-other-woman-2014-2014","$83,911,193","$24,763,752","$8,254,584","Apr 25, 2014"
"43","Penguins of Madagascar (Fox / DreamWorks Animation)","/statistics/movies/the-penguins-of-madagascar-2015","$83,350,911","$25,447,444","$8,482,481","Nov 26, 2014"
"44","Let's Be Cops (Fox)","/statistics/movies/lets-be-cops-2014","$82,390,774","$17,813,722","$5,937,907","Aug 13, 2014"
"45","The Monuments Men (Sony / Columbia)","/statistics/movies/monuments-men-2013","$78,031,620","$22,003,433","$7,334,478","Feb 07, 2014"
"46","Hercules (2014) (Paramount)","/statistics/movies/hercules-2014-2014","$72,688,614","$29,800,263","$9,933,421","Jul 25, 2014"
"47","The Purge: Anarchy (Universal)","/statistics/movies/the-purge-2-2014","$71,962,800","$29,816,675","$9,938,892","Jul 18, 2014"
"48","Alexander and the Terrible, Horrible, No Good, Very Bad Day (Disney)","/statistics/movies/alexander-and-the-terrible-horrible-no-good-very-bad-day-2014","$66,954,149","$18,360,230","$6,120,077","Oct 10, 2014"
"49","Think Like a Man Too (Sony / Screen Gems)","/statistics/movies/think-like-a-man-too-2014","$65,182,182","$29,241,911","$9,747,304","Jun 20, 2014"
"50","Exodus: Gods and Kings (Fox)","/statistics/movies/exodus-2014","$65,014,513","$24,115,934","$8,038,645","Dec 12, 2014"
"51","The Nut Job (Open Road)","/statistics/movies/the-nut-job-2013","$64,260,418","$19,423,000","$6,474,333","Jan 17, 2014"
"52","God's Not Dead (Freestyle / Pure Flix)","/statistics/movies/gods-not-dead-2014","$60,755,732","$9,217,043","$3,072,348","Mar 21, 2014"
"53","Son of God (Fox)","/statistics/movies/son-of-god-2014","$59,700,064","$25,601,865","$8,533,955","Feb 28, 2014"
"54","Planes: Fire and Rescue (Disney)","/statistics/movies/untitled-planes-sequel-2014","$59,165,787","$17,509,407","$5,836,469","Jul 18, 2014"
"55","The Grand Budapest Hotel (Fox Searchlight)","/statistics/movies/the-grand-budapest-hotel-2014","$59,076,019","$811,166","$270,389","Mar 07, 2014"
"56","RoboCop (2014) (Sony / Columbia)","/statistics/movies/robocop-2013-2013","$58,607,007","$21,681,430","$7,227,143","Feb 12, 2014"
"57","Dracula Untold (Universal)","/statistics/movies/dracula-2014","$55,991,880","$23,514,615","$7,838,205","Oct 10, 2014"
"58","Horrible Bosses 2 (Warner Bros. / New Line)","/statistics/movies/horrible-bosses-2-2013","$54,445,357","$15,457,418","$5,152,473","Nov 26, 2014"
"59","The Hundred-Foot Journey (Disney / DreamWorks)","/statistics/movies/the-hundred-foot-journey-2014","$54,240,821","$10,979,290","$3,659,763","Aug 08, 2014"
"60","No Good Deed (2014) (Sony / Screen Gems)","/statistics/movies/no-good-deed-2013-2013","$52,543,632","$24,250,283","$8,083,428","Sep 12, 2014"
"61","Selma (Paramount)","/statistics/movies/selma-2014","$52,076,908","$571,450","$190,483","Dec 25, 2014"
"62","Muppets Most Wanted (Disney)","/statistics/movies/the-muppets-2-2014","$51,183,113","$17,005,126","$5,668,375","Mar 21, 2014"
"63","Ouija (Universal)","/statistics/movies/ouija-2012","$50,856,010","$19,875,995","$6,625,332","Oct 24, 2014"
"64","The Boxtrolls (Focus)","/statistics/movies/untitled-laika-project-2014","$50,837,305","$17,275,239","$5,758,413","Sep 26, 2014"
"65","Jack Ryan: Shadow Recruit (Paramount)","/statistics/movies/jack-ryan-2013","$50,577,412","$15,451,981","$5,150,660","Jan 17, 2014"
"66","If I Stay (Warner Bros. / New Line)","/statistics/movies/if-i-stay-2014","$50,474,843","$15,679,190","$5,226,397","Aug 22, 2014"
"67","The Book of Life (2014) (Fox)","/statistics/movies/book-of-life-2014","$50,151,543","$17,005,218","$5,668,406","Oct 17, 2014"
"68","About Last Night (Sony / Screen Gems)","/statistics/movies/about-last-night-2014","$48,637,684","$25,649,011","$8,549,670","Feb 14, 2014"
"69","Into the Storm (Warner Bros. / New Line)","/statistics/movies/into-the-storm-2014","$47,602,194","$17,346,427","$5,782,142","Aug 08, 2014"
"70","The Judge (Warner Bros.)","/statistics/movies/the-judge-2014","$47,119,388","$13,116,226","$4,372,075","Oct 10, 2014"
"71","Jersey Boys (Warner Bros.)","/statistics/movies/jersey-boys-2014","$47,047,013","$13,319,371","$4,439,790","Jun 20, 2014"
"72","Blended (Warner Bros.)","/statistics/movies/blended-2014","$46,294,610","$14,284,031","$4,761,344","May 23, 2014"
"73","The Giver (Weinstein Company)","/statistics/movies/the-giver-2014","$45,090,374","$12,305,016","$4,101,672","Aug 15, 2014"
"74","St. Vincent (Weinstein Company)","/statistics/movies/st-vincent-2014","$44,137,712","$109,878","$36,626","Oct 10, 2014"
"75","Need For Speed (Disney / DreamWorks)","/statistics/movies/need-for-speed-2014","$43,577,636","$17,844,939","$5,948,313","Mar 14, 2014"
"76","A Million Ways to Die in the West (Universal)","/statistics/movies/a-million-ways-to-die-in-the-west-2014","$43,139,300","$16,797,385","$5,599,128","May 30, 2014"
"77","John Wick (Lionsgate / Summit)","/statistics/movies/john-wick-2014","$43,037,835","$14,415,922","$4,805,307","Oct 24, 2014"
"78","Birdman (Fox Searchlight)","/statistics/movies/birdman-2014","$42,340,598","$424,397","$141,466","Oct 17, 2014"
"79","Dolphin Tale 2 (Warner Bros.)","/statistics/movies/dolphin-tale-2-2014","$42,024,533","$15,873,397","$5,291,132","Sep 12, 2014"
"80","The Expendables 3 (Lionsgate)","/statistics/movies/the-expendables-3-2014","$39,322,544","$15,879,645","$5,293,215","Aug 15, 2014"
"81","Earth to Echo (Relativity Media)","/statistics/movies/echo-2014","$38,934,842","$8,364,658","$2,788,219","Jul 02, 2014"
"82","Sex Tape (Sony / Columbia)","/statistics/movies/sex-tape-2014","$38,543,473","$14,608,152","$4,869,384","Jul 18, 2014"
"83","Wild (2014) (Fox Searchlight)","/statistics/movies/wild-2014","$37,880,356","$606,810","$202,270","Dec 03, 2014"
"84","Million Dollar Arm (Disney)","/statistics/movies/million-dollar-arm-2014","$36,457,627","$10,515,659","$3,505,220","May 16, 2014"
"85","The Theory of Everything (Focus)","/statistics/movies/theory-of-everything-2014","$35,893,537","$208,763","$69,588","Nov 07, 2014"
"86","This Is Where I Leave You (Warner Bros.)","/statistics/movies/this-is-where-i-leave-you-2014","$34,296,320","$11,558,149","$3,852,716","Sep 19, 2014"
"87","The Gambler (Paramount)","/statistics/movies/the-gambler-2014","$33,680,992","$9,129,999","$3,043,333","Dec 25, 2014"
"88","Paranormal Activity: The Marked Ones (Paramount)","/statistics/movies/untitled-paranormal-activity-spin-off-2014","$32,462,372","$18,343,611","$6,114,537","Jan 03, 2014"
"89","Nightcrawler (Open Road)","/statistics/movies/nightcrawlers-2014","$32,381,217","$10,441,600","$3,480,533","Oct 31, 2014"
"90","Chef (Open Road)","/statistics/movies/chef-2014","$31,424,003","$204,961","$68,320","May 09, 2014"
"91","Get On Up (Universal)","/statistics/movies/get-on-up-2014","$30,703,100","$13,585,915","$4,528,638","Aug 01, 2014"
"92","3 Days to Kill (Relativity Media)","/statistics/movies/three-days-to-kill-2014","$30,697,999","$12,242,218","$4,080,739","Feb 21, 2014"
"93","Deliver Us from Evil (2014) (Sony / Screen Gems)","/statistics/movies/beware-the-night-2015","$30,577,122","$9,740,471","$3,246,824","Jul 02, 2014"
"94","When the Game Stands Tall (Sony / TriStar)","/statistics/movies/when-the-game-stands-tall-2014","$30,127,963","$8,381,509","$2,793,836","Aug 22, 2014"
"95","Draft Day (Lionsgate / Summit)","/statistics/movies/draft-day-2014","$28,842,237","$9,783,603","$3,261,201","Apr 11, 2014"
"96","Oculus (Relativity Media)","/statistics/movies/oculus-2014","$27,695,246","$12,005,402","$4,001,801","Apr 11, 2014"
"97","The Best of Me (Relativity Media)","/statistics/movies/the-best-of-me-2014","$26,766,213","$10,003,827","$3,334,609","Oct 17, 2014"
"98","A Walk Among the Tombstones (Universal)","/statistics/movies/a-walk-among-the-tombstones-2014","$26,307,600","$12,758,780","$4,252,927","Sep 19, 2014"
"99","That Awkward Moment (Focus)","/statistics/movies/are-we-officially-dating-2014","$26,068,955","$8,742,109","$2,914,036","Jan 31, 2014"
"100","Boyhood (IFC Films)","/statistics/movies/boyhood-2014","$25,361,987","$387,618","$129,206","Jul 11, 2014"
"101","Top Five (Paramount)","/statistics/movies/top-five-2014","$25,317,379","$6,896,593","$2,298,864","Dec 12, 2014"
"102","The November Man (Relativity Media)","/statistics/movies/november-man-2014","$25,018,119","$7,911,597","$2,637,199","Aug 27, 2014"
"103","Endless Love (2014) (Universal)","/statistics/movies/endless-love-2014-2014","$23,438,250","$13,307,125","$4,435,708","Feb 14, 2014"
"104","Pompeii (Sony / TriStar)","/statistics/movies/pompeii-2014","$23,219,748","$10,340,823","$3,446,941","Feb 21, 2014"
"105","Transcendence (Warner Bros.)","/statistics/movies/transcendence-2014","$23,022,309","$10,886,386","$3,628,795","Apr 18, 2014"
"106","As Above/So Below (Universal)","/statistics/movies/as-above-so-below-2014","$21,321,100","$8,632,820","$2,877,607","Aug 29, 2014"
"107","Brick Mansions (Relativity Media)","/statistics/movies/brick-mansions-2014","$20,396,829","$9,516,855","$3,172,285","Apr 25, 2014"
"108","I, Frankenstein (Lionsgate)","/statistics/movies/i-frankenstein-2012","$19,075,290","$8,610,441","$2,870,147","Jan 24, 2014"
"109","The Legend Of Hercules (Lionsgate / Summit)","/statistics/movies/hercules-the-legend-begins-2014","$18,848,538","$8,868,318","$2,956,106","Jan 10, 2014"
"110","Bears (Disneynature)","/statistics/movies/bears-2014","$17,780,194","$4,776,267","$1,592,089","Apr 18, 2014"
"111","Addicted (Lionsgate / Codeblack Films)","/statistics/movies/addicted-2014","$17,390,770","$7,485,346","$2,495,115","Oct 10, 2014"
"112","A Haunted House 2 (Open Road)","/statistics/movies/a-haunted-house-2-2014","$17,329,487","$8,843,875","$2,947,958","Apr 18, 2014"
"113","A Most Wanted Man (Roadside Attractions)","/statistics/movies/a-most-wanted-man-2014","$17,237,855","$2,687,227","$895,742","Jul 25, 2014"
"114","Begin Again (Weinstein Company)","/statistics/movies/can-a-song-save-your-life-2014","$16,170,632","$134,064","$44,688","Jun 27, 2014"
"115","Tyler Perry’s The Single Moms Club (Lionsgate)","/statistics/movies/tyler-perrys-single-moms-club-2014","$15,973,881","$8,075,111","$2,691,704","Mar 14, 2014"
"116","Devil's Due (Fox)","/statistics/movies/devils-due-2014","$15,821,461","$8,308,220","$2,769,407","Jan 17, 2014"
"117","And So It Goes (Clarius Entertainment)","/statistics/movies/and-so-it-goes-2014","$15,160,801","$4,642,329","$1,547,443","Jul 25, 2014"
"118","Step Up All In (Lionsgate / Summit)","/statistics/movies/step-up-all-in-2014","$14,904,384","$6,469,857","$2,156,619","Aug 08, 2014"
"119","Beyond the Lights (Relativity Media)","/statistics/movies/blackbird-2014","$14,618,727","$6,200,284","$2,066,761","Nov 14, 2014"
"120","Big Eyes (Weinstein Company)","/statistics/movies/big-eyes-2014","$14,482,031","$3,001,738","$1,000,579","Dec 25, 2014"
"121","America (2014) (Lionsgate)","/statistics/movies/america-2014-2014","$14,444,502","$38,608","$12,869","Jun 27, 2014"
"122","Left Behind (2014) (Freestyle Releasing)","/statistics/movies/left-behind-2014-2014","$14,019,924","$6,300,147","$2,100,049","Oct 03, 2014"
"123","Frank Miller's Sin City: A Dame To Kill For (Weinstein / Dimension)","/statistics/movies/frank-millers-sin-city-dame-to-kill-for-2013","$13,757,804","$6,317,683","$2,105,894","Aug 22, 2014"
"124","Labor Day (2013) (Paramount)","/statistics/movies/labor-day-2013-2013","$13,371,528","$5,175,282","$1,725,094","Jan 31, 2014"
"125","Whiplash (Sony Pictures Classics)","/statistics/movies/whiplash-2014","$13,092,006","$135,388","$45,129","Oct 10, 2014"
"126","Winter's Tale (Warner Bros.)","/statistics/movies/winters-tale-2014","$12,600,231","$7,297,694","$2,432,565","Feb 14, 2014"
"127","Foxcatcher (Sony Pictures Classics)","/statistics/movies/foxcatcher-2013","$12,096,275","$270,877","$90,292","Nov 14, 2014"
"128","Belle (Fox Searchlight)","/statistics/movies/belle-2014","$10,726,630","$106,578","$35,526","May 02, 2014"
"129","The Drop (Fox Searchlight)","/statistics/movies/the-drop-2014","$10,724,389","$4,104,552","$1,368,184","Sep 12, 2014"
"130","PK (2014) (UTV Motion Pictures)","/statistics/movies/pk-2014","$10,616,104","$3,565,258","$1,188,419","Dec 19, 2014"
"131","Magic in the Moonlight (Sony Pictures Classics)","/statistics/movies/magic-in-the-moonlight-2014","$10,539,326","$412,095","$137,365","Jul 25, 2014"
"132","Sabotage (2014) (Open Road)","/statistics/movies/ten-2012","$10,508,518","$5,272,444","$1,757,481","Mar 28, 2014"
"133","Moms' Night Out (Sony / TriStar)","/statistics/movies/moms-night-out-2014","$10,429,707","$4,311,083","$1,437,028","May 09, 2014"
"134","Island of Lemurs: Madagascar (Warner Bros. / IMAX)","/statistics/movies/island-of-lemurs-madagascar-2014","$10,080,122","$188,307","$62,769","Apr 04, 2014"
"135","The Quiet Ones (Lionsgate)","/statistics/movies/the-quiet-ones-2013","$8,509,867","$3,880,053","$1,293,351","Apr 25, 2014"
"136","Legends of Oz: Dorothy's Return (Clarius Entertainment)","/statistics/movies/legends-of-oz-dorothys-return-2014","$8,462,347","$3,747,780","$1,249,260","May 09, 2014"
"137","Inherent Vice (Warner Bros)","/statistics/movies/inherent-vice-2014","$8,110,975","$328,184","$109,395","Dec 12, 2014"
"138","Vampire Academy (Weinstein Company)","/statistics/movies/vampire-academy-blood-sisters-2014","$7,791,979","$3,921,742","$1,307,247","Feb 07, 2014"
"139","Bad Words (Focus)","/statistics/movies/bad-words-2014","$7,779,614","$113,301","$37,767","Mar 14, 2014"
"140","Cantinflas (Lionsgate / Pantelion)","/statistics/movies/cantinflas-2014","$6,382,924","$2,661,253","$887,084","Aug 29, 2014"
"141","The Interview (2014) (Sony / Columbia)","/statistics/movies/the-interview-2014-2014","$6,105,175","$1,794,666","$598,222","Dec 25, 2014"
"142","Meet the Mormons (Purdie Distribution)","/statistics/movies/meet-the-mormons-2014","$5,841,669","$2,509,663","$836,554","Oct 10, 2014"
"143","A Most Violent Year (A24)","/statistics/movies/a-most-violent-year-2014","$5,749,134","$172,788","$57,596","Dec 31, 2014"
"144","Cesar Chavez (Lionsgate / Pantelion)","/statistics/movies/cesar-chavez-an-american-hero-2014","$5,571,497","$2,861,528","$953,843","Mar 28, 2014"
"145","The Skeleton Twins (Roadside Attractions)","/statistics/movies/the-skeleton-twins-2014","$5,284,309","$380,691","$126,897","Sep 12, 2014"
"146","The Wind Rises (Disney)","/statistics/movies/the-wind-rises-2013","$5,209,580","$313,751","$104,584","Feb 21, 2014"
