#,movie,href,total gross,opening,opening daily avg,release date
"26","G-Force (Disney)","/statistics/movies/g-force-2009","$119,420,515","$31,707,145","$10,569,048","Jul 24, 2009"
"27","District 9 (Sony / TriStar)","/statistics/movies/district-9-2009","$115,649,263","$37,354,590","$12,451,530","Aug 14, 2009"
"28","It's Complicated (Universal)","/statistics/movies/it-s-complicated-2009","$112,735,395","$22,100,820","$7,366,940","Dec 25, 2009"
"29","Couples Retreat (Universal)","/statistics/movies/couples-retreat-2009","$109,205,246","$34,288,522","$11,429,507","Oct 09, 2009"
"30","Paranormal Activity (Paramount)","/statistics/movies/paranormal-activity-2009","$107,918,259","$19,616,197","$6,538,732","Sep 25, 2009"
"31","Watchmen (Warner Bros.)","/statistics/movies/watchmen-2009","$107,509,220","$55,213,757","$18,404,586","Mar 06, 2009"
"32","The Princess and the Frog (Disney)","/statistics/movies/the-princess-and-the-frog-2009","$104,408,885","$24,208,916","$8,069,639","Nov 25, 2009"
"33","Public Enemies (Universal)","/statistics/movies/public-enemies-2009","$97,104,669","$25,271,872","$8,423,957","Jul 01, 2009"
"34","Julie & Julia (Sony / Columbia)","/statistics/movies/julie-julia-2009","$94,237,229","$20,028,772","$6,676,257","Aug 07, 2009"
"35","He's Just Not That Into You (Warner Bros. / New Line)","/statistics/movies/he-s-just-not-that-into-you-2009","$93,953,147","$27,785,840","$9,261,947","Feb 06, 2009"
"36","Tyler Perry's Madea Goes to Jail (Lionsgate)","/statistics/movies/tyler-perry-s-madea-goes-to-jail-2009","$90,508,712","$41,030,921","$13,676,974","Feb 20, 2009"
"37","The Ugly Truth (Sony / Columbia)","/statistics/movies/the-ugly-truth-2009","$88,912,869","$27,605,445","$9,201,815","Jul 24, 2009"
"38","Up in the Air (Paramount)","/statistics/movies/up-in-the-air-2009","$83,775,533","$1,181,450","$393,817","Dec 04, 2009"
"39","Knowing (Summit)","/statistics/movies/knowing-2009","$79,957,210","$24,603,961","$8,201,320","Mar 20, 2009"
"40","Hannah Montana: The Movie (Disney)","/statistics/movies/hannah-montana-the-movie-2009","$79,565,339","$32,323,405","$10,774,468","Apr 10, 2009"
"41","Where the Wild Things Are (Warner Bros.)","/statistics/movies/where-the-wild-things-are-2009","$77,233,045","$32,695,107","$10,898,369","Oct 16, 2009"
"42","Zombieland (Sony / Columbia)","/statistics/movies/zombieland-2009","$75,590,286","$24,732,326","$8,244,109","Oct 02, 2009"
"43","Coraline (Focus)","/statistics/movies/coraline-2009","$75,286,328","$16,849,537","$5,616,512","Feb 06, 2009"
"44","Law Abiding Citizen (Overture)","/statistics/movies/law-abiding-citizen-2009","$73,357,294","$21,039,811","$7,013,270","Oct 16, 2009"
"45","Hotel for Dogs (Paramount / DreamWorks)","/statistics/movies/hotel-for-dogs-2009","$73,034,416","$17,011,368","$5,670,456","Jan 16, 2009"
"46","Michael Jackson's This Is It (Sony / Columbia)","/statistics/movies/michael-jackson-s-this-is-it-2009","$72,091,315","$23,232,895","$7,744,298","Oct 28, 2009"
"47","I Love You, Man (Paramount / DreamWorks)","/statistics/movies/i-love-you-man-2009","$71,440,846","$17,811,672","$5,937,224","Mar 20, 2009"
"48","Obsessed (Sony / Screen Gems)","/statistics/movies/obsessed-2009","$68,262,118","$28,612,956","$9,537,652","Apr 24, 2009"
"49","Race to Witch Mountain (Disney)","/statistics/movies/race-to-witch-mountain-2009","$67,127,902","$24,402,750","$8,134,250","Mar 13, 2009"
"50","The Final Destination (Warner Bros. / New Line)","/statistics/movies/the-final-destination-2009","$66,477,174","$27,408,547","$9,136,182","Aug 28, 2009"
"51","The Taking of Pelham 1 2 3 (Sony / Columbia)","/statistics/movies/the-taking-of-pelham-1-2-3-2009","$65,449,417","$23,373,249","$7,791,083","Jun 12, 2009"
"52","Friday the 13th (2009) (Warner Bros. / New Line)","/statistics/movies/friday-the-13th-2009-2009","$65,002,967","$40,570,641","$13,523,547","Feb 13, 2009"
"53","17 Again (Warner Bros. / New Line)","/statistics/movies/17-again-2009","$64,167,454","$23,723,170","$7,907,723","Apr 17, 2009"
"54","The Time Traveler's Wife (Warner Bros. / New Line)","/statistics/movies/the-time-traveler-s-wife-2009","$63,414,671","$18,623,154","$6,207,718","Aug 14, 2009"
"55","Brüno (Universal)","/statistics/movies/bruno-2009","$60,054,963","$30,620,719","$10,206,906","Jul 10, 2009"
"56","Bride Wars (Fox)","/statistics/movies/bride-wars-2009","$58,712,724","$21,058,442","$7,019,481","Jan 09, 2009"
"57","The Haunting in Connecticut (Lionsgate)","/statistics/movies/the-haunting-in-connecticut-2009","$55,389,556","$23,005,058","$7,668,353","Mar 27, 2009"
"58","Ghosts of Girlfriends Past (Warner Bros. / New Line)","/statistics/movies/ghosts-of-girlfriends-past-2009","$55,250,392","$15,410,977","$5,136,992","May 01, 2009"
"59","Funny People (Universal)","/statistics/movies/funny-people-2009","$51,855,601","$22,658,601","$7,552,867","Jul 31, 2009"
"60","Tyler Perry's I Can Do Bad All By Myself (Lionsgate)","/statistics/movies/tyler-perry-s-i-can-do-bad-all-by-myself-2009","$51,733,656","$23,447,851","$7,815,950","Sep 11, 2009"
"61","My Bloody Valentine 3D (Lionsgate)","/statistics/movies/my-bloody-valentine-3-d-2009","$51,545,013","$21,240,592","$7,080,197","Jan 16, 2009"
"62","Old Dogs (Disney)","/statistics/movies/old-dogs-2009","$49,462,982","$16,894,189","$5,631,396","Nov 25, 2009"
"63","Land of the Lost (Universal)","/statistics/movies/land-of-the-lost-2009","$49,438,663","$18,839,816","$6,279,939","Jun 05, 2009"
"64","My Sister's Keeper (Warner Bros.)","/statistics/movies/my-sister-s-keeper-2009","$49,200,853","$12,442,953","$4,147,651","Jun 26, 2009"
"65","Precious: Based on the Novel "Push" by Sapphire (Lionsgate)","/statistics/movies/precious-based-on-the-novel-push-by-sapphire-2009","$47,566,169","$10,882,407","$3,627,469","Nov 06, 2009"
"66","Underworld: Rise of the Lycans (Sony / Screen Gems)","/statistics/movies/underworld-rise-of-the-lycans-2009","$45,803,249","$20,829,446","$6,943,149","Jan 23, 2009"
"67","Confessions of a Shopaholic (Disney)","/statistics/movies/confessions-of-a-shopaholic-2009","$44,277,631","$15,065,336","$5,021,779","Feb 13, 2009"
"68","The Lovely Bones (Paramount / DreamWorks)","/statistics/movies/the-lovely-bones-2009","$44,028,848","$116,616","$38,872","Dec 11, 2009"
"69","Year One (Sony / Columbia)","/statistics/movies/year-one-2009","$43,334,601","$19,609,472","$6,536,491","Jun 19, 2009"
"70","The Unborn (2009) (Universal / Rogue)","/statistics/movies/the-unborn-2009-2009","$42,670,805","$19,810,277","$6,603,426","Jan 09, 2009"
"71","Planet 51 (Sony / TriStar)","/statistics/movies/planet-51-2009","$42,192,704","$10,218,641","$3,406,214","Nov 20, 2009"
"72","Drag Me to Hell (Universal)","/statistics/movies/drag-me-to-hell-2009","$42,100,037","$15,823,639","$5,274,546","May 29, 2009"
"73","Orphan (Warner Bros.)","/statistics/movies/orphan-2009","$41,596,358","$12,871,913","$4,290,638","Jul 24, 2009"
"74","Duplicity (Universal)","/statistics/movies/duplicity-2009","$40,572,371","$13,964,826","$4,654,942","Mar 20, 2009"
"75","Crazy Heart (Fox Searchlight)","/statistics/movies/crazy-heart-2009","$39,464,000","$82,664","$27,555","Dec 16, 2009"
"76","Surrogates (Disney)","/statistics/movies/surrogates-2009","$38,578,383","$14,902,531","$4,967,510","Sep 25, 2009"
"77","Ninja Assassin (Warner Bros.)","/statistics/movies/ninja-assassin-2009","$38,122,070","$13,316,008","$4,438,669","Nov 25, 2009"
"78","Invictus (Warner Bros.)","/statistics/movies/invictus-2009","$37,491,960","$8,611,147","$2,870,382","Dec 11, 2009"
"79","State of Play (Universal)","/statistics/movies/state-of-play-2009","$37,017,419","$14,071,630","$4,690,543","Apr 17, 2009"
"80","Notorious (2009) (Fox Searchlight)","/statistics/movies/notorious-2009-2009","$36,845,254","$20,497,424","$6,832,475","Jan 16, 2009"
"81","The Pink Panther 2 (Sony / Columbia)","/statistics/movies/the-pink-panther-2-2009","$35,922,711","$11,588,334","$3,862,778","Feb 06, 2009"
"82","Under the Sea 3D (Warner Bros. / IMAX)","/statistics/movies/under-the-sea-3d-2009","$34,639,157","$661,450","$220,483","Feb 13, 2009"
"83","All About Steve (Fox)","/statistics/movies/all-about-steve-2009","$33,860,023","$11,240,343","$3,746,781","Sep 04, 2009"
"84","Halloween II (2009) (Weinstein / Dimension)","/statistics/movies/halloween-ii-2009-2009","$33,392,384","$16,348,096","$5,449,365","Aug 28, 2009"
"85","The Informant! (Warner Bros.)","/statistics/movies/the-informant-2009","$33,316,958","$10,463,880","$3,487,960","Sep 18, 2009"
"86","The Last House on the Left (2009) (Universal / Rogue)","/statistics/movies/the-last-house-on-the-left-2009-2009","$32,752,337","$14,120,101","$4,706,700","Mar 13, 2009"
"87","The Men Who Stare at Goats (Overture)","/statistics/movies/the-men-who-stare-at-goats-2009","$32,428,679","$12,705,399","$4,235,133","Nov 06, 2009"
"88","(500) Days of Summer (Fox Searchlight)","/statistics/movies/500-days-of-summer-2009","$32,385,355","$835,035","$278,345","Jul 17, 2009"
"89","Earth (2009) (Disneynature)","/statistics/movies/earth-2009-2009","$32,008,452","$8,825,342","$2,941,781","Apr 22, 2009"
"90","Push (Summit)","/statistics/movies/push-2009","$31,811,738","$10,078,932","$3,359,644","Feb 06, 2009"
"91","9 (2009) (Focus)","/statistics/movies/9-2009","$31,749,364","$10,740,074","$3,580,025","Sep 09, 2009"
"92","The Soloist (Paramount / DreamWorks)","/statistics/movies/the-soloist-2009","$31,720,116","$9,716,900","$3,238,967","Apr 24, 2009"
"93","Toy Story / Toy Story 2 (3D) (Disney)","/statistics/movies/toy-story-toy-story-2-3d-2009","$30,699,196","$12,491,923","$4,163,974","Oct 02, 2009"
"94","Did You Hear About the Morgans? (Sony / Columbia)","/statistics/movies/did-you-hear-about-the-morgans-2009","$29,580,668","$6,616,571","$2,205,524","Dec 18, 2009"
"95","The Stepfather (2009) (Sony / Screen Gems)","/statistics/movies/the-stepfather-2009-2009","$29,062,453","$11,580,809","$3,860,270","Oct 16, 2009"
"96","The Uninvited (Paramount / DreamWorks)","/statistics/movies/the-uninvited-2009","$28,596,709","$10,326,634","$3,442,211","Jan 30, 2009"
"97","Brothers (2009) (Lionsgate)","/statistics/movies/brothers-2009","$28,544,464","$9,527,848","$3,175,949","Dec 04, 2009"
"98","Saw VI (Lionsgate)","/statistics/movies/saw-vi-2009","$27,693,775","$14,117,456","$4,705,819","Oct 23, 2009"
"99","Dance Flick (Paramount)","/statistics/movies/dance-flick-2009","$25,662,874","$10,643,666","$3,547,889","May 22, 2009"
"100","The Fourth Kind (Universal)","/statistics/movies/the-fourth-kind-2009","$25,486,803","$12,231,407","$4,077,136","Nov 06, 2009"
"101","The International (Sony / Columbia)","/statistics/movies/the-international-2009","$25,450,020","$9,329,953","$3,109,984","Feb 13, 2009"
"102","Aliens in the Attic (Fox)","/statistics/movies/aliens-in-the-attic-2009","$25,194,655","$8,007,142","$2,669,047","Jul 31, 2009"
"103","Observe and Report (Warner Bros.)","/statistics/movies/observe-and-report-2009","$24,007,209","$11,018,516","$3,672,839","Apr 10, 2009"
"104","Fighting (Universal / Rogue)","/statistics/movies/fighting-2009","$23,091,168","$11,024,228","$3,674,743","Apr 24, 2009"
"105","Love Happens (Universal)","/statistics/movies/love-happens-2009","$22,965,681","$8,057,279","$2,685,760","Sep 18, 2009"
"106","Fame (2009) (MGM)","/statistics/movies/fame-2009-2009","$22,455,161","$10,011,743","$3,337,248","Sep 25, 2009"
"107","Fantastic Mr. Fox (Fox)","/statistics/movies/the-fantastic-mr-fox-2009","$20,989,246","$265,728","$88,576","Nov 13, 2009"
"108","Shorts (Warner Bros.)","/statistics/movies/shorts-2009","$20,919,546","$6,409,354","$2,136,451","Aug 21, 2009"
"109","Gamer (Lionsgate)","/statistics/movies/gamer-2009","$20,534,599","$9,157,616","$3,052,539","Sep 04, 2009"
"110","Nine (The Weinstein Company)","/statistics/movies/nine-2009","$19,670,760","$257,232","$85,744","Dec 18, 2009"
"111","Astro Boy (Summit)","/statistics/movies/astro-boy-2009","$19,551,340","$6,703,119","$2,234,373","Oct 23, 2009"
"112","Jonas Brothers: The 3D Concert Experience (Disney)","/statistics/movies/jonas-brothers-the-3d-concert-experience-2009","$19,163,361","$12,510,301","$4,170,100","Feb 27, 2009"
"113","The Invention of Lying (Warner Bros.)","/statistics/movies/the-invention-of-lying-2009","$18,451,535","$7,028,053","$2,342,684","Oct 02, 2009"
"114","Inkheart (Warner Bros. / New Line)","/statistics/movies/inkheart-2009","$17,303,860","$7,602,161","$2,534,054","Jan 23, 2009"
"115","Fired Up (Sony / Screen Gems)","/statistics/movies/fired-up-2009","$17,229,930","$5,482,853","$1,827,618","Feb 20, 2009"
"116","The Hurt Locker (Summit)","/statistics/movies/the-hurt-locker-2009","$17,017,811","$145,036","$48,345","Jun 26, 2009"
"117","New in Town (Lionsgate)","/statistics/movies/new-in-town-2009","$16,734,064","$6,741,850","$2,247,283","Jan 30, 2009"
"118","Jennifer's Body (Fox)","/statistics/movies/jennifer-s-body-2009","$16,199,362","$6,867,407","$2,289,136","Sep 18, 2009"
"119","Imagine That (Paramount)","/statistics/movies/imagine-that-2009","$16,123,598","$5,504,422","$1,834,807","Jun 12, 2009"
"120","Adventureland (Miramax)","/statistics/movies/adventureland-2009","$16,044,646","$5,722,149","$1,907,383","Apr 03, 2009"
"121","Armored (Sony / Screen Gems)","/statistics/movies/armored-2009","$15,989,971","$6,511,128","$2,170,376","Dec 04, 2009"
"122","A Perfect Getaway (Universal / Rogue)","/statistics/movies/a-perfect-getaway-2009","$15,515,361","$5,948,675","$1,982,892","Aug 07, 2009"
"123","The Goods: Live Hard, Sell Hard (Paramount Vantage)","/statistics/movies/the-goods-live-hard-sell-hard-2009","$15,122,662","$5,641,411","$1,880,470","Aug 14, 2009"
"124","Ponyo (Disney)","/statistics/movies/ponyo-2009","$15,086,592","$3,585,633","$1,195,211","Aug 14, 2009"
"125","The Box (Warner Bros.)","/statistics/movies/the-box-2009","$15,051,849","$7,570,893","$2,523,631","Nov 06, 2009"
"126","I Love You Beth Cooper (Fox)","/statistics/movies/i-love-you-beth-cooper-2009","$14,791,858","$4,919,467","$1,639,822","Jul 10, 2009"
"127","Capitalism: A Love Story (Overture)","/statistics/movies/capitalism-a-love-story-2009","$14,363,980","$231,185","$77,062","Sep 23, 2009"
"128","Amelia (Fox Searchlight)","/statistics/movies/amelia-2009","$14,246,007","$3,903,645","$1,301,215","Oct 23, 2009"
"129","Cirque du Freak: The Vampire's Assistant (Universal)","/statistics/movies/cirque-du-freak-the-vampire-s-assistant-2009","$13,869,745","$6,291,900","$2,097,300","Oct 23, 2009"
"130","Crank: High Voltage (Lionsgate)","/statistics/movies/crank-high-voltage-2009","$13,684,376","$6,964,185","$2,321,395","Apr 17, 2009"
"131","Whip It (Fox Searchlight)","/statistics/movies/whip-it-2009","$13,034,799","$4,651,246","$1,550,415","Oct 02, 2009"
"132","An Education (Sony Classics)","/statistics/movies/an-education-2009","$12,574,914","$159,017","$53,006","Oct 09, 2009"
"133","12 Rounds (Fox)","/statistics/movies/12-rounds-2009","$12,128,491","$5,330,092","$1,776,697","Mar 27, 2009"
"134","Sunshine Cleaning (Overture)","/statistics/movies/sunshine-cleaning-2009","$12,062,426","$218,685","$72,895","Mar 13, 2009"
"135","Sorority Row (Summit)","/statistics/movies/sorority-row-2009","$11,965,690","$5,059,091","$1,686,364","Sep 11, 2009"
"136","The Young Victoria (Apparition)","/statistics/movies/the-young-victoria-2009","$11,001,308","$160,069","$53,356","Dec 18, 2009"
"137","Extract (Miramax)","/statistics/movies/extract-2009","$10,823,389","$4,339,545","$1,446,515","Sep 04, 2009"
"138","Not Easily Broken (Sony / Screen Gems)","/statistics/movies/not-easily-broken-2009","$10,572,644","$5,314,587","$1,771,529","Jan 09, 2009"
"139","Pandorum (Overture)","/statistics/movies/pandorum-2009","$10,330,691","$4,423,603","$1,474,534","Sep 25, 2009"
"140","Whiteout (Warner Bros.)","/statistics/movies/whiteout-2009","$10,280,544","$4,916,090","$1,638,697","Sep 11, 2009"
"141","The Boondock Saints II: All Saints Day (Apparition)","/statistics/movies/the-boondock-saints-ii-all-saints-day-2009","$10,244,797","$546,509","$182,170","Oct 30, 2009"
"142","Next Day Air (Summit)","/statistics/movies/next-day-air-2009","$10,027,473","$4,111,187","$1,370,396","May 08, 2009"
"143","Away We Go (Focus)","/statistics/movies/away-we-go-2009","$9,451,672","$130,682","$43,561","Jun 05, 2009"
"144","Dragonball Evolution (Fox)","/statistics/movies/dragonball-evolution-2009","$9,362,510","$4,755,735","$1,585,245","Apr 10, 2009"
"145","A Serious Man (Focus)","/statistics/movies/a-serious-man-2009","$9,228,081","$251,208","$83,736","Oct 02, 2009"
"146","A Single Man (The Weinstein Company)","/statistics/movies/a-single-man-2009","$9,172,061","$217,332","$72,444","Dec 11, 2009"
"147","Everybody's Fine (2009) (Miramax)","/statistics/movies/everybody-s-fine-2009","$9,090,980","$3,852,068","$1,284,023","Dec 04, 2009"
"148","Street Fighter: The Legend of Chun-Li (Fox)","/statistics/movies/street-fighter-the-legend-of-chun-li-2009","$8,740,887","$4,722,397","$1,574,132","Feb 27, 2009"
"149","My Life in Ruins (Fox Searchlight)","/statistics/movies/my-life-in-ruins-2009","$8,661,266","$3,221,720","$1,073,907","Jun 05, 2009"
"150","The Road (2009) (Weinstein / Dimension)","/statistics/movies/the-road-2009","$8,108,244","$1,502,069","$500,690","Nov 25, 2009"
"151","Pirate Radio (Focus)","/statistics/movies/pirate-radio-2009","$8,017,873","$2,903,966","$967,989","Nov 13, 2009"
"152","The Collector (Freestyle)","/statistics/movies/the-collector-2009","$7,712,635","$3,576,879","$1,192,293","Jul 31, 2009"
"153","The Imaginarium of Doctor Parnassus (Sony Pictures Classics)","/statistics/movies/the-imaginarium-of-doctor-parnassus-2009","$7,689,607","$334,183","$111,394","Dec 25, 2009"
"154","Taking Woodstock (Focus Features)","/statistics/movies/taking-woodstock-2009","$7,460,247","$3,457,927","$1,152,642","Aug 26, 2009"
"155","3 Idiots (Reliance)","/statistics/movies/3-idiots-2009","$6,523,279","$1,645,502","$548,501","Dec 23, 2009"
"156","Post Grad (Fox)","/statistics/movies/post-grad-2009","$6,377,103","$2,652,084","$884,028","Aug 21, 2009"
"157","Coco Before Chanel (Sony Pictures Classics)","/statistics/movies/coco-before-chanel-2009","$6,095,266","$406,768","$135,589","Sep 25, 2009"
"158","Whatever Works (Sony Pictures Classics)","/statistics/movies/whatever-works-2009","$5,306,074","$266,162","$88,721","Jun 19, 2009"
"159","Bandslam (Summit)","/statistics/movies/bandslam-2009","$5,210,327","$2,231,447","$743,816","Aug 14, 2009"
"160","Broken Embraces (Sony Classics)","/statistics/movies/broken-embraces-2009","$5,014,305","$107,111","$35,704","Nov 20, 2009"
"161","Moon (Sony Pictures Classics)","/statistics/movies/moon-2009","$5,010,528","$136,046","$45,349","Jun 12, 2009"
